"DOY" "Depth" "PON" "Year"
182 44.5 0.354 2014
182 75 0.326 2014
182 100.1 0.275 2014
182 125.7 0.294 2014
182 150.4 0.184 2014
182 175.4 0.129 2014
182 200.4 0.094 2014
182 249.8 0.083 2014
258 5 0.378 2014
258 23.4 0.351 2014
258 45.2 0.347 2014
258 75.4 0.372 2014
258 100.1 0.277 2014
258 124.8 0.197 2014
258 150.3 0.129 2014
258 174.8 0.152 2014
258 200.3 0.106 2014
258 249.8 0.088 2014
287 7.1 0.469 2014
287 25.4 0.392 2014
287 75.1 0.342 2014
287 100.4 0.279 2014
287 124.5 0.199 2014
287 175.2 0.177 2014
287 201.2 0.236 2014
287 250.2 0.282 2014
326 7.8 0.381 2014
326 24.8 0.403 2014
326 45.3 0.39 2014
326 75.6 0.326 2014
326 100 0.319 2014
326 125.3 0.201 2014
326 150.8 0.149 2014
326 175.1 0.173 2014
326 200.5 0.278 2014
326 249.4 0.101 2014
351 7.4 0.28 2014
351 23.9 0.314 2014
351 45.2 0.284 2014
351 74 0.295 2014
351 99.7 0.327 2014
351 123.5 0.236 2014
351 149.7 0.125 2014
351 173.7 0.106 2014
351 199.1 0.123 2014
351 249.9 0.084 2014
56 5 0.327 2015
56 25.1 0.339 2015
56 44.5 0.409 2015
56 75.9 0.318 2015
56 103.4 0.377 2015
56 124.5 0.269 2015
56 148.8 0.178 2015
56 175.2 0.105 2015
56 200.3 0.088 2015
56 250.4 0.08 2015
89 4.6 0.293 2015
89 25 0.318 2015
89 45.3 0.3 2015
89 73.9 0.282 2015
89 99.5 0.298 2015
89 125.3 0.263 2015
89 148.4 0.182 2015
89 174.4 0.134 2015
89 200.1 0.112 2015
89 250.6 0.087 2015
112 7.6 0.333 2015
112 25.8 0.343 2015
112 75.3 0.356 2015
112 101 0.37 2015
112 124.9 0.319 2015
112 149.8 0.184 2015
112 175.7 0.141 2015
112 201.1 0.091 2015
112 250.4 0.081 2015
144 7.5 0.361 2015
144 24.9 0.335 2015
144 46.2 0.329 2015
144 74.7 0.345 2015
144 100.2 0.294 2015
144 126.4 0.341 2015
144 150.7 0.167 2015
144 173.2 0.139 2015
144 199.9 0.116 2015
144 250.9 0.09 2015
171 6.3 0.31 2015
171 25.3 0.338 2015
171 44.4 0.398 2015
171 75.7 0.347 2015
171 99.7 0.333 2015
171 125.7 0.281 2015
171 150 0.2 2015
171 175.6 0.127 2015
171 251.2 0.076 2015
201 6.6 0.311 2015
201 26.4 0.33 2015
201 45 0.407 2015
201 75.7 0.394 2015
201 100.2 0.316 2015
201 125.4 0.284 2015
201 149.9 0.141 2015
201 175.9 0.121 2015
201 200.9 0.094 2015
201 250.1 0.08 2015
225 4.7 0.305 2015
225 25.4 0.32 2015
225 44.9 0.378 2015
225 75.3 0.36 2015
225 100.6 0.314 2015
225 125.6 0.221 2015
225 150.5 0.141 2015
225 174.7 0.106 2015
225 199.7 0.072 2015
225 250.4 0.061 2015
287 4.9 0.462 2015
287 24.9 0.39 2015
287 44.6 0.342 2015
287 74.7 0.353 2015
287 100.3 0.3 2015
287 124.9 0.191 2015
287 150 0.13 2015
287 175 0.131 2015
287 200.6 0.073 2015
287 250.6 0.102 2015
318 4.9 0.382 2015
318 25.9 0.375 2015
318 46.9 0.391 2015
318 76.1 0.316 2015
318 125.9 0.192 2015
318 150.8 0.13 2015
318 175.7 0.126 2015
318 200.5 0.107 2015
318 250.5 0.081 2015
343 6.4 0.319 2015
343 25.4 0.323 2015
343 76.5 0.319 2015
343 100.1 0.263 2015
343 125.5 0.205 2015
343 149.4 0.179 2015
343 175.6 0.149 2015
343 200.5 0.111 2015
343 251.6 0.103 2015
13 5.2 0.295 2016
13 24.3 0.304 2016
13 44.9 0.316 2016
13 76.2 0.302 2016
13 99.4 0.23 2016
13 126.3 0.172 2016
13 150.2 0.132 2016
13 175.2 0.115 2016
13 199.6 0.089 2016
13 249.7 0.073 2016
41 5.4 0.267 2016
41 25.3 0.286 2016
41 45.3 0.325 2016
41 73.9 0.286 2016
41 100.6 0.307 2016
41 125.5 0.275 2016
41 150 0.373 2016
41 173.6 0.142 2016
41 250.9 0.112 2016
69 6.5 0.321 2016
69 25.1 0.314 2016
69 47.8 0.323 2016
69 75.6 0.307 2016
69 99 0.3 2016
69 126.7 0.24 2016
69 149.3 0.22 2016
69 177 0.117 2016
69 198.3 0.156 2016
69 249.8 0.124 2016
106 4.8 0.285 2016
106 25.5 0.276 2016
106 46.2 0.375 2016
106 75.5 0.285 2016
106 100.2 0.276 2016
106 125 0.264 2016
106 151.5 0.246 2016
106 176.4 0.167 2016
106 200.5 0.116 2016
106 250.2 0.084 2016
150 5.4 0.324 2016
150 25.3 0.288 2016
150 45.2 0.318 2016
150 74.7 0.265 2016
150 99.7 0.262 2016
150 125 0.292 2016
150 150.2 0.137 2016
150 175.5 0.125 2016
150 200.6 0.184 2016
150 250.4 0.081 2016
194 5.2 0.318 2016
194 25 0.316 2016
194 44.9 0.325 2016
194 76 0.298 2016
194 99.3 0.304 2016
194 125.4 0.272 2016
194 151.2 0.139 2016
194 175.5 0.115 2016
194 200.3 0.095 2016
194 251 0.081 2016
223 6.7 0.303 2016
223 25.3 0.336 2016
223 45.2 0.328 2016
223 76.6 0.328 2016
223 101.2 0.275 2016
223 125.9 0.249 2016
223 150.9 0.163 2016
223 175.3 0.131 2016
223 201.6 0.116 2016
223 249.8 0.097 2016
290 5.2 0.327 2016
290 27.6 0.338 2016
290 44.9 0.343 2016
290 74.9 0.34 2016
290 99.6 0.308 2016
290 125.3 0.235 2016
290 149.6 0.164 2016
290 176.1 0.118 2016
290 199.9 0.087 2016
290 251.4 0.088 2016
332 5.8 0.308 2016
332 25.8 0.315 2016
332 45.9 0.303 2016
332 75.9 0.419 2016
332 100.3 0.366 2016
332 127.2 0.194 2016
332 151.2 0.123 2016
332 175.8 0.105 2016
332 201.1 0.088 2016
332 250.2 0.073 2016
24 7.6 0.259 2017
24 25.8 0.256 2017
24 45.7 0.278 2017
24 75.7 0.264 2017
24 101.7 0.271 2017
24 125.3 0.165 2017
24 148.7 0.089 2017
24 176.6 0.085 2017
24 200.7 0.102 2017
24 250.9 0.064 2017
54 5.6 0.325 2017
54 25.5 0.298 2017
54 44.8 0.307 2017
54 75.7 0.283 2017
54 100.3 0.304 2017
54 126.3 0.232 2017
54 151.2 0.184 2017
54 174.8 0.146 2017
54 200.3 0.144 2017
54 250.1 0.082 2017
88 5.4 0.291 2017
88 25.3 0.326 2017
88 45.3 0.35 2017
88 76.2 0.329 2017
88 100.4 0.303 2017
88 125.9 0.304 2017
88 150.8 0.162 2017
88 175.6 0.097 2017
88 200.9 0.124 2017
116 5.4 0.351 2017
116 25.4 0.339 2017
116 45.2 0.415 2017
116 77.2 0.368 2017
116 100.3 0.347 2017
116 124.1 0.335 2017
116 149.9 0.116 2017
116 175.9 0.107 2017
116 202.7 0.09 2017
116 252.4 0.076 2017
144 5.6 0.29 2017
144 24.7 0.305 2017
144 46.2 0.297 2017
144 74.9 0.354 2017
144 100.2 0.297 2017
144 124.9 0.302 2017
144 150.7 0.204 2017
144 201.3 0.104 2017
144 249.9 0.079 2017
172 5.3 0.304 2017
172 25.8 0.317 2017
172 46 0.32 2017
172 75.6 0.382 2017
172 99.8 0.327 2017
172 125.5 0.281 2017
172 150.3 0.181 2017
172 175.2 0.124 2017
172 250.6 0.083 2017
221 5.7 0.404 2017
221 25.8 0.395 2017
221 45.5 0.332 2017
221 75.1 0.367 2017
221 101.5 0.315 2017
221 123.7 0.236 2017
221 151.3 0.131 2017
221 177.1 0.113 2017
221 202.8 0.098 2017
221 252.7 0.075 2017
280 5.6 0.311 2017
280 25.2 0.327 2017
280 42.4 0.273 2017
280 76.6 0.369 2017
280 99.8 0.287 2017
280 125.6 0.27 2017
280 149.6 0.177 2017
280 174.6 0.137 2017
280 200.6 0.092 2017
280 251 0.075 2017
313 5.6 0.298 2017
313 26.3 0.313 2017
313 45.8 0.317 2017
313 75.5 0.322 2017
313 100.8 0.327 2017
313 125.5 0.158 2017
313 150.2 0.091 2017
313 175.3 0.109 2017
313 200.3 0.074 2017
313 250.8 0.09 2017
347 5.6 0.338 2017
347 24.9 0.348 2017
347 47.3 0.333 2017
347 76.7 0.328 2017
347 101.2 0.335 2017
347 126.9 0.295 2017
347 151.5 0.151 2017
347 179 0.099 2017
347 202.6 0.102 2017
347 251.3 0.086 2017
18 6.7 0.209 2018
18 25.3 0.302 2018
18 45.1 0.29 2018
18 76.5 0.288 2018
18 101.2 0.281 2018
18 123.8 0.282 2018
18 152.7 0.168 2018
18 175.6 0.117 2018
18 201.1 0.083 2018
18 250 0.082 2018
57 5.9 0.273 2018
57 25.9 0.312 2018
57 44.7 0.273 2018
57 76.7 0.273 2018
57 102.6 0.278 2018
57 126.7 0.185 2018
57 151.3 0.1 2018
57 174.1 0.187 2018
57 200.4 0.093 2018
57 250.9 0.061 2018
108 6.2 0.341 2018
108 24.8 0.351 2018
108 47.7 0.336 2018
108 74.4 0.363 2018
108 99.1 0.329 2018
108 126.3 0.267 2018
108 148.7 0.178 2018
108 174.4 0.156 2018
108 203.9 0.134 2018
108 248.6 0.097 2018
136 25.7 0.359 2018
136 45.3 0.301 2018
136 75.3 0.303 2018
136 100.1 0.29 2018
136 125.6 0.268 2018
136 149.8 0.192 2018
136 174.7 0.121 2018
136 200.3 0.077 2018
136 250.6 0.063 2018
178 5.9 0.31 2018
178 26.1 0.322 2018
178 45.3 0.335 2018
178 77.6 0.349 2018
178 100.8 0.351 2018
178 125.9 0.275 2018
178 150.3 0.29 2018
178 176.4 0.163 2018
178 201.3 0.125 2018
178 251.2 0.111 2018
206 5.6 0.31 2018
206 26 0.334 2018
206 46.6 0.618 2018
206 75.3 0.345 2018
206 123.6 0.211 2018
206 150.9 0.127 2018
206 176.7 0.099 2018
206 201.2 0.105 2018
206 250.5 0.12 2018
254 5.3 0.244 2018
254 25.2 0.229 2018
254 45.8 0.316 2018
254 76.8 0.251 2018
254 101.4 0.166 2018
254 126 0.189 2018
254 151.2 0.12 2018
254 176 0.097 2018
254 201.8 0.091 2018
254 250.8 0.08 2018
286 5.5 0.278 2018
286 25.2 0.318 2018
286 45.2 0.267 2018
286 74 0.276 2018
286 98.5 0.283 2018
286 124.4 0.186 2018
286 148.8 0.118 2018
286 174.4 0.085 2018
286 199.8 0.059 2018
286 250.1 0.057 2018
321 4.9 0.304 2018
321 25.6 0.302 2018
321 44 0.295 2018
321 74.7 0.295 2018
321 100 0.222 2018
321 125 0.144 2018
321 149 0.137 2018
321 174 0.081 2018
321 199.4 0.067 2018
321 249.2 0.084 2018
16 6.9 0.362 2019
16 25.9 0.364 2019
16 45.1 0.312 2019
16 76.6 0.298 2019
16 99.4 0.275 2019
16 124.6 0.194 2019
16 152.4 0.116 2019
16 175.6 0.077 2019
16 250 0.067 2019
51 6.9 0.261 2019
51 24.3 0.26 2019
51 43.9 0.25 2019
51 73.6 0.266 2019
51 100.2 0.291 2019
51 123.7 0.257 2019
51 147.6 0.143 2019
51 173.6 0.088 2019
51 199.5 0.082 2019
51 247.8 0.067 2019
123 5.3 0.234 2019
123 24.9 0.29 2019
123 44.5 0.308 2019
123 75.3 0.292 2019
123 124.8 0.262 2019
123 149 0.173 2019
123 175.4 0.13 2019
123 199.4 0.096 2019
123 250.2 0.077 2019
163 4.2 0.264 2019
163 24.6 0.315 2019
163 44.9 0.315 2019
163 74.5 0.324 2019
163 100 0.262 2019
163 124.5 0.206 2019
163 150.6 0.129 2019
163 174.5 0.111 2019
163 199.6 0.09 2019
163 250.4 0.102 2019
183 4.4 0.27 2019
183 24.9 0.301 2019
183 44.2 0.341 2019
183 75 0.311 2019
183 99.5 0.316 2019
183 124.7 0.25 2019
183 149.8 0.116 2019
183 174.4 0.112 2019
183 200.1 0.093 2019
183 249.6 0.075 2019
215 5 0.357 2019
215 24 0.338 2019
215 44.4 0.265 2019
215 74.3 0.381 2019
215 99.7 0.305 2019
215 124.7 0.25 2019
215 149.1 0.138 2019
215 174.2 0.109 2019
215 200.1 0.108 2019
215 250.5 0.08 2019
248 4.8 0.314 2019
248 24.9 0.36 2019
248 44.7 0.358 2019
248 74.3 0.356 2019
248 99.7 0.298 2019
248 125.1 0.219 2019
248 150 0.129 2019
248 174.8 0.106 2019
248 200.4 0.093 2019
248 200.3 0.141 2019
248 250 0.078 2019
291 5 0.317 2019
291 24.2 0.334 2019
291 44.5 0.329 2019
291 74.8 0.32 2019
291 99.4 0.285 2019
291 124.3 0.183 2019
291 148.7 0.137 2019
291 175 0.085 2019
291 199.9 0.067 2019
291 249.3 0.093 2019
354 5.7 0.276 2019
354 24.3 0.28 2019
354 43.5 0.25 2019
354 74.5 0.273 2019
354 98.9 0.278 2019
354 124.4 0.163 2019
354 149.5 0.102 2019
354 176 0.12 2019
354 200.1 0.11 2019
354 244.7 0.117 2019
