"DOY" "Depth" "DIN" "Year"
206 60.6 0.0014 2018
206 75.1 0.0018 2018
206 85.7 0.0017 2018
206 90.6 0.0084 2018
206 110.4 0.5017 2018
206 100.3 0.1434 2018
206 115 0.7071 2018
206 125.8 1.1354 2018
206 131 1.1181 2018
206 150.8 1.6506 2018
206 166.1 2.538 2018
253 6 0.08 2018
253 6.1 0.03 2018
253 11.8 0.05 2018
253 33.2 0.05 2018
253 41 0.07 2018
253 62.7 0.07 2018
253 94.1 1.54 2018
253 141.8 2.35 2018
253 189 4.79 2018
253 243.2 8.48 2018
253 293.7 12.22 2018
254 5.7 0.0034 2018
254 16.3 0.0041 2018
254 25.5 0.0034 2018
254 35.1 0.0254 2018
254 46.3 0.0023 2018
254 61.6 0.0034 2018
254 76.1 0.0036 2018
254 85.8 0.0606 2018
254 90.4 0.221 2018
254 101.1 0.7836 2018
254 111.2 1.2131 2018
254 115 1.5224 2018
285 5.6 0.07 2018
286 5.6 0.08 2018
286 39.8 0.11 2018
286 52.1 0.09 2018
286 70 0.06 2018
286 84.6 0.04 2018
286 94 0.08 2018
286 116.3 0.37 2018
286 135.8 1.69 2018
286 191.2 5.79 2018
286 275.2 11.26 2018
286 5.2 0.0021 2018
286 14.8 0.0014 2018
286 24.9 0.0013 2018
286 34 0.0015 2018
286 44 0.0011 2018
286 59.8 0.0025 2018
286 74.3 0.0023 2018
286 84.3 0.0018 2018
286 89.2 0.0018 2018
286 99.3 0.043 2018
286 111 0.3262 2018
286 113.5 0.466 2018
286 123.9 0.9469 2018
286 127.9 1.2373 2018
286 149.5 2.5262 2018
286 164.2 2.9366 2018
286 175.1 3.4148 2018
320 64.6 0.05 2018
320 76.1 0.08 2018
320 114.4 0.68 2018
320 175.6 0.66 2018
320 215.5 1.41 2018
320 277.7 4.12 2018
321 6.1 0.0037 2018
321 13.9 0.0061 2018
321 24.2 0.0047 2018
321 34.1 0.0051 2018
321 44.6 0.006 2018
321 58.7 0.006 2018
321 74.9 0.0051 2018
321 85 0.0431 2018
321 89.7 0.0981 2018
321 99.7 0.344 2018
321 109.5 0.5853 2018
321 114.3 0.6149 2018
321 124.9 0.6741 2018
321 129 0.6748 2018
321 149 0.6353 2018
321 164 0.7404 2018
321 173.9 0.9253 2018
345 5.7 0.03 2018
15 5.6 0.13 2019
15 6 0.02 2019
15 58.9 0.01 2019
15 112.4 0.2 2019
15 122.9 0.3 2019
15 150.6 1.24 2019
15 188.3 2.55 2019
15 238.6 5.94 2019
16 124.9 0.49 2019
16 150.4 0.85 2019
16 174.7 2.16 2019
16 199.8 2.45 2019
50 4.7 0.18 2019
51 4.7 0.01 2019
51 45.1 0.02 2019
51 82.2 0.04 2019
51 112 0.04 2019
51 141.7 0.83 2019
51 181.7 1.83 2019
51 211.8 4.11 2019
51 241.4 6.15 2019
51 7.5 0.02 2019
51 16.4 0.03 2019
51 23.8 0.03 2019
51 35.3 0.02 2019
51 42.9 0.03 2019
51 59.8 0.03 2019
51 75.3 0.02 2019
51 97.9 0.02 2019
51 124.9 0.66 2019
51 147.6 1.42 2019
51 175.1 2.96 2019
51 200 4.46 2019
122 4.2 0.03 2019
122 5.2 0.04 2019
122 26.3 0.04 2019
122 66.2 0.03 2019
122 116 0.06 2019
122 124.8 0.15 2019
122 130.8 0.42 2019
122 196.4 2.91 2019
122 244.9 6 2019
123 5.7 0.02 2019
123 15.2 0.02 2019
123 25.1 0.02 2019
123 34 0.02 2019
123 45.3 0.02 2019
123 60.8 0.02 2019
123 74.9 0.03 2019
123 100 0.02 2019
123 124.6 0.3 2019
123 149.4 1.59 2019
123 175 2.01 2019
123 199.3 3.21 2019
162 4.4 0.02 2019
162 24.5 0.04 2019
162 53 0.04 2019
162 65.9 0.04 2019
162 79.9 0.04 2019
162 115.9 0.38 2019
162 136.5 0.42 2019
162 145.3 0.69 2019
162 193.9 2.46 2019
162 249.1 5.14 2019
162 284.8 9.53 2019
163 5.2 0.02 2019
163 16.3 0.02 2019
163 25.8 0.02 2019
163 34.1 0.02 2019
163 44.5 0.01 2019
163 58.5 0.02 2019
163 75.4 0.02 2019
163 99.6 0.02 2019
163 124.6 0.02 2019
163 149 0.85 2019
163 174.8 1.63 2019
163 200.6 2.68 2019
182 5.3 0.05 2019
183 4.8 0.01 2019
183 53 0.04 2019
183 79.1 0.02 2019
183 95.3 0.01 2019
183 119.2 0.67 2019
183 165 1.05 2019
183 221.4 5.09 2019
183 263.6 8.53 2019
183 60.1 0.01 2019
183 74.2 0.01 2019
183 99.8 0.03 2019
183 124.1 0.11 2019
183 148.9 0.75 2019
183 174.6 1.92 2019
183 199.7 3.17 2019
214 4.8 0.09 2019
214 4.8 0.03 2019
214 45.4 0.02 2019
214 75.1 0.01 2019
214 102.1 0.04 2019
214 109.7 0.09 2019
214 139.6 0.82 2019
214 195.6 2.42 2019
214 247 6.37 2019
215 59.3 0.01 2019
215 125.5 0.04 2019
215 149 0.63 2019
215 174.9 1.32 2019
247 4.3 0.1 2019
247 52.1 0.02 2019
247 64.8 0.01 2019
247 75.1 0.04 2019
247 102.8 0.04 2019
247 111.9 0.06 2019
247 125.8 0.54 2019
247 131.5 0.94 2019
247 177.6 1.98 2019
247 247 7.11 2019
248 5.5 0.01 2019
248 125.1 0.01 2019
248 149.4 1.67 2019
248 175.1 1.52 2019
248 199.9 2.51 2019
290 4.8 0.02 2019
291 4.6 0.01 2019
291 54.6 0.02 2019
291 64.1 0.03 2019
291 74.2 0.33 2019
291 114.7 1.1 2019
291 179.8 4.49 2019
291 224.2 7.81 2019
291 269 11.26 2019
291 34.5 0.01 2019
291 101.6 0.38 2019
291 124.3 1.92 2019
291 150.1 2.46 2019
291 175.3 4.39 2019
291 201.1 5.67 2019
353 4 0.03 2019
353 4.6 0.08 2019
353 56.1 0.05 2019
353 110.6 0.18 2019
353 116 0.4 2019
353 131.4 0.69 2019
353 153.1 1.38 2019
353 163.6 1.61 2019
353 194.5 2.34 2019
353 248.4 5.23 2019
353 269.6 8.56 2019
353 297 14.43 2019
354 75.4 0.01 2019
354 124.5 0.4 2019
354 149.1 0.85 2019
354 175.7 1.52 2019
354 200.6 2.13 2019
