"DOY" "Depth" "DIN" "Year"
46 60.6 0.0095 2014
46 75.8 0.0096 2014
46 85.7 0.0101 2014
46 90.2 0.0214 2014
46 100.4 0.0879 2014
46 111.3 0.2501 2014
46 116 0.4284 2014
46 125.6 0.9406 2014
46 130.6 1.0803 2014
46 150.7 1.6762 2014
46 175.2 2.7 2014
46 199.8 4.67 2014
64 7.3 0.02 2014
64 7 0.06 2014
64 41.9 0.09 2014
64 83.5 0.12 2014
64 126.2 0.03 2014
64 164.2 1.48 2014
64 203.7 3.52 2014
64 240.2 5.99 2014
65 7.5 0.0031 2014
65 16 0.0035 2014
65 26.1 0.0036 2014
65 35.7 0.0039 2014
65 45.6 0.0035 2014
65 60.5 0.0032 2014
65 75.5 0.0027 2014
65 84.8 0.0029 2014
65 90.9 0.0045 2014
65 100.6 0.0211 2014
65 110 0.1302 2014
65 115.6 0.1945 2014
65 125.5 0.4579 2014
65 130.2 0.4633 2014
65 150.6 0.7693 2014
65 166.2 1.0968 2014
65 175.1 1.7175 2014
65 199.8 2.93 2014
100 6.4 0.07 2014
100 4.7 0.08 2014
100 51.4 0.06 2014
100 99.3 0.04 2014
100 115.2 0.02 2014
100 158.3 0.11 2014
100 200.1 0.32 2014
100 225.3 2.03 2014
100 272.5 5.64 2014
101 4.9 0.006 2014
101 15.3 0.0071 2014
101 25.3 0.0061 2014
101 34.9 0.0092 2014
101 44.7 0.008 2014
101 60 0.0071 2014
101 75.1 0.0077 2014
101 85.1 0.0099 2014
101 89.8 0.0077 2014
101 99.8 0.0083 2014
101 110 0.0081 2014
101 114.9 0.0073 2014
101 124.9 0.009 2014
101 130.2 0.015 2014
101 150.1 0.0632 2014
101 165 0.1206 2014
101 175 0.1227 2014
101 200.3 1.31 2014
151 5.5 0.06 2014
151 5.4 0.09 2014
151 24.1 0.09 2014
151 60.5 0.02 2014
151 81 0.02 2014
151 143.2 0.4 2014
151 186 1.8 2014
151 240.7 4.81 2014
151 282.6 9.38 2014
152 4.8 0.0029 2014
152 14.5 0.0021 2014
152 25.6 0.0028 2014
152 35.2 0.003 2014
152 44.6 0.0031 2014
152 59.6 0.0025 2014
152 75 0.0033 2014
152 84.3 0.0032 2014
152 88.8 0.0031 2014
152 99.3 0.0038 2014
152 110.1 0.0027 2014
152 114.7 0.0047 2014
152 124.9 0.0298 2014
152 129.4 0.1751 2014
152 149.9 1.0573 2014
152 175.4 1.21 2014
152 202.3 1.61 2014
181 5.4 0.04 2014
181 32.1 0.01 2014
181 77.9 0.04 2014
181 130.8 0.56 2014
181 159.8 2 2014
181 215.8 6 2014
181 259.9 8.04 2014
182 5.3 0.005 2014
182 15 0.0047 2014
182 24.8 0.0041 2014
182 35.1 0.0041 2014
182 45.3 0.0043 2014
182 59.6 0.0047 2014
182 75.5 0.0049 2014
182 84.2 0.0045 2014
182 89.9 0.0056 2014
182 99.6 0.0042 2014
182 109.6 0.0042 2014
182 115.3 0.0055 2014
182 124.8 0.0409 2014
182 129.6 0.0817 2014
182 148.9 0.6319 2014
182 174.9 1.73 2014
182 199.8 4.28 2014
257 5.4 0.08 2014
257 5.2 0.01 2014
257 63 0.02 2014
257 79.6 0.07 2014
257 89.3 0.04 2014
257 107.2 0.11 2014
257 128.5 0.59 2014
257 176.7 2.49 2014
257 241.5 7.18 2014
258 5.3 0.0052 2014
258 15.2 0.0032 2014
258 24.7 0.0036 2014
258 35.5 0.0042 2014
258 44.5 0.0033 2014
258 60.8 0.0037 2014
258 75.5 0.0033 2014
258 85.2 0.0058 2014
258 89.3 0.0071 2014
258 100.4 0.042 2014
258 110.4 0.0772 2014
258 115.2 0.158 2014
258 124.8 0.4427 2014
258 129.7 0.5066 2014
258 150 1.1843 2014
258 175.6 2.47 2014
258 200.1 3.38 2014
286 4.6 0.06 2014
286 51 0.05 2014
286 79.1 0.04 2014
286 96.6 0.06 2014
286 129.2 0.64 2014
286 193.1 3 2014
286 240.6 7.34 2014
287 5.6 0.007 2014
287 14.8 0.0056 2014
287 24.4 0.0079 2014
287 34.9 0.0058 2014
287 44.6 0.0051 2014
287 59.9 0.005 2014
287 75.2 0.0052 2014
287 83.8 0.0051 2014
287 89 0.0059 2014
287 100.1 0.0072 2014
287 110.7 0.0226 2014
287 115.2 0.0301 2014
287 124.7 0.064 2014
287 129.7 0.1794 2014
287 151.6 0.7463 2014
287 165.6 0.9761 2014
287 175.3 1.0894 2014
287 201.2 2.69 2014
325 6.8 0.05 2014
325 81.2 0.03 2014
325 89.7 0.03 2014
325 111.7 0.17 2014
325 156.6 2.12 2014
325 223.2 5.67 2014
325 262 9.26 2014
325 299.5 11.74 2014
326 5 0.0074 2014
326 15.1 0.0048 2014
326 25.4 0.005 2014
326 35.4 0.0046 2014
326 43.8 0.0047 2014
326 60.3 0.006 2014
326 75.2 0.006 2014
326 86.3 0.0061 2014
326 89.8 0.0081 2014
326 100 0.0749 2014
326 111.2 0.1989 2014
326 115.5 0.309 2014
326 125.6 0.4573 2014
326 129 0.872 2014
326 150.6 1.83 2014
326 175 2.99 2014
326 201.2 4.07 2014
350 4 0.01 2014
351 25 0.04 2014
351 117.4 0.05 2014
351 126.5 0.07 2014
351 141.8 0.37 2014
351 205.5 2.31 2014
351 257.3 6.71 2014
351 7.8 0.0043 2014
351 14.2 0.0072 2014
351 26.3 0.0054 2014
351 35.6 0.0055 2014
351 45.3 0.0064 2014
351 59.1 0.0066 2014
351 75.5 0.0047 2014
351 85.4 0.0062 2014
351 91.2 0.005 2014
351 100.3 0.0076 2014
351 110.1 0.0984 2014
351 115.5 0.1892 2014
351 127.1 0.3566 2014
351 129.8 0.4044 2014
351 150.7 0.6799 2014
351 165.2 0.9807 2014
351 175.6 1.1678 2014
351 199.8 1.79 2014
55 5.5 0.04 2015
55 4.8 0.05 2015
55 24.4 0.04 2015
55 75.5 0.05 2015
55 107.6 0.07 2015
55 142.5 0.13 2015
55 192.1 2.01 2015
55 236.9 4.54 2015
55 259.5 7.2 2015
55 289.5 10.26 2015
56 4.8 0.0022 2015
56 15.2 0.0019 2015
56 25 0.0022 2015
56 35.4 0.0019 2015
56 45 0.0017 2015
56 61.1 0.0017 2015
56 74.8 0.0018 2015
56 86 0.0024 2015
56 91 0.0021 2015
56 100.6 0.0025 2015
56 109.5 0.0032 2015
56 114.5 0.0019 2015
56 125.2 0.0016 2015
56 130.1 0.0027 2015
56 150.2 0.0533 2015
56 165.7 0.0912 2015
56 176.6 0.3741 2015
56 199.7 1.56 2015
89 7 0.02 2015
89 73.3 0.03 2015
89 138.9 0.19 2015
89 165.3 0.86 2015
89 172.4 0.89 2015
89 221.5 2.72 2015
89 274.3 5.21 2015
89 5.1 0.02 2015
89 4.5 0.0011 2015
89 14 0.01 2015
89 24.6 0.001 2015
89 45 0.01 2015
89 60 0.0018 2015
89 74.8 0.0021 2015
89 84.5 0.0014 2015
89 89.2 0.0016 2015
89 98.9 0.0017 2015
89 110.1 0.0022 2015
89 116.1 0.011 2015
89 123.6 0.0948 2015
89 152.1 0.3839 2015
89 164.6 0.4072 2015
89 173.8 0.4868 2015
89 198.2 1.14 2015
111 4.4 0.02 2015
111 4.7 0.01 2015
111 50.6 0.02 2015
111 70.2 0.03 2015
111 116.2 0.66 2015
111 131.6 1.04 2015
111 165.8 2.84 2015
111 236.2 6.38 2015
111 249.8 7.91 2015
112 6 0.0048 2015
112 14.9 0.0039 2015
112 24 0.0033 2015
112 35.2 0.0029 2015
112 44.7 0.004 2015
112 59.8 0.0046 2015
112 75.2 0.0026 2015
112 83.5 0.0042 2015
112 90.8 0.0082 2015
112 98.9 0.0032 2015
112 110.2 0.0066 2015
112 115.7 0.012 2015
112 125.1 0.2317 2015
112 129.7 0.7385 2015
112 149 1.0877 2015
112 164.9 1.5131 2015
112 174.3 1.8919 2015
112 200.1 3.88 2015
143 7 0.08 2015
143 8.2 0.03 2015
143 86.1 0.03 2015
143 120.7 0.03 2015
143 163.8 0.6 2015
143 235.2 2.73 2015
144 4.4 0.0046 2015
144 14.3 0.0047 2015
144 24.7 0.005 2015
144 34.7 0.0062 2015
144 43.6 0.0065 2015
144 59.1 0.0042 2015
144 75.1 0.007 2015
144 84.6 0.0051 2015
144 89.2 0.0042 2015
144 99.9 0.0063 2015
144 109.7 0.005 2015
144 114.7 0.0079 2015
144 125.2 0.0074 2015
144 129.7 0.0039 2015
144 149.8 0.1244 2015
144 164.4 0.3592 2015
144 175.2 0.4143 2015
144 199.7 0.89 2015
170 4.7 0.01 2015
170 7 0.04 2015
170 46 0.05 2015
170 86.1 0.04 2015
170 125.2 0.53 2015
170 139.8 0.78 2015
170 150.9 0.96 2015
170 215.6 2.38 2015
170 275.5 6.93 2015
171 6.4 0.0025 2015
171 15.3 0.0027 2015
171 24.1 0.0042 2015
171 35.2 0.0047 2015
171 44 0.0052 2015
171 60.2 0.0037 2015
171 74.7 0.003 2015
171 84.9 0.0033 2015
171 91 0.004 2015
171 100.9 0.005 2015
171 109.9 0.0042 2015
171 115.6 0.0036 2015
171 125.6 0.0055 2015
171 130.1 0.0062 2015
171 149.9 0.0791 2015
171 164.7 0.5891 2015
171 174.5 0.8166 2015
171 199.4 1.04 2015
200 6.1 0.08 2015
200 7.8 0.07 2015
200 112.2 0.35 2015
200 120.2 1.02 2015
200 164.7 2.15 2015
200 239.2 7.44 2015
200 260 8.92 2015
201 6.1 0.0037 2015
201 14.4 0.0039 2015
201 25.7 0.0031 2015
201 35.6 0.0041 2015
201 44.6 0.0048 2015
201 59.7 0.004 2015
201 75.7 0.0037 2015
201 84.9 0.0042 2015
201 89.9 0.0045 2015
201 99.3 0.006 2015
201 109.1 0.0062 2015
201 115.6 0.007 2015
201 125.9 0.0148 2015
201 130.7 0.0789 2015
201 150.3 1.384 2015
201 166 1.8968 2015
201 173.6 1.9812 2015
201 199.9 3.07 2015
224 5.8 0.01 2015
224 4.5 0.14 2015
224 35.7 0.13 2015
224 45.1 0.13 2015
224 78.4 0.07 2015
224 110.1 1.01 2015
224 126.3 2.09 2015
224 151.1 3.92 2015
224 183.6 5.8 2015
224 199.5 7.84 2015
224 255.2 12.13 2015
224 286.9 14.96 2015
225 4.6 0.0019 2015
225 15.5 0.0017 2015
225 25.5 0.0014 2015
225 35.3 0.0021 2015
225 46.2 0.0016 2015
225 60.6 0.0011 2015
225 75.3 0.0017 2015
225 85.8 0.0015 2015
225 91.4 0.0023 2015
225 100.2 0.0225 2015
225 110.4 0.5541 2015
225 116 0.7387 2015
225 125 1.4161 2015
225 131.3 1.9504 2015
225 149.4 3.4141 2015
225 165.7 4.2565 2015
225 176.3 4.6211 2015
225 199.7 5.35 2015
286 5.2 0.01 2015
286 63.3 0.01 2015
286 74.3 0.03 2015
286 95.1 0.03 2015
286 127.6 1.39 2015
286 184.4 4.11 2015
286 199 5.7 2015
286 277.9 12.52 2015
287 5.7 0.0013 2015
287 15.7 0.0012 2015
287 25.1 0.0017 2015
287 35.2 0.0012 2015
287 45 0.0013 2015
287 59.7 0.0015 2015
287 75.1 0.001 2015
287 85.2 0.0023 2015
287 90.1 0.0021 2015
287 100 0.0028 2015
287 109.6 0.0054 2015
287 116.6 0.0272 2015
287 125.1 0.2192 2015
287 130.4 0.391 2015
287 149.6 1.8434 2015
287 165.8 2.5918 2015
287 175.3 2.835 2015
287 200.5 4.78 2015
317 6.9 0.05 2015
317 60.6 0.04 2015
317 70.8 0.01 2015
317 90.7 0.3 2015
317 125.4 1.88 2015
317 165.1 3.38 2015
317 203.5 5.99 2015
317 240.1 9.78 2015
317 277.1 11.92 2015
318 4.8 0.0052 2015
318 16.3 0.0089 2015
318 24.8 0.0041 2015
318 34.6 0.006 2015
318 44.2 0.0049 2015
318 60.1 0.007 2015
318 74.9 0.0054 2015
318 84.6 0.0059 2015
318 88.9 0.0066 2015
318 100.7 0.0182 2015
318 109.8 0.1166 2015
318 114.1 0.2236 2015
318 124.4 0.4347 2015
318 129.5 0.5526 2015
318 150 1.5777 2015
318 164.3 2.3722 2015
318 174.7 3.28 2015
318 200.4 4.5 2015
342 5.4 0.02 2015
342 5.4 0.02 2015
342 63.2 0.01 2015
342 84.4 0.02 2015
342 105.5 0.16 2015
342 152.4 1.77 2015
342 186.8 3.63 2015
342 222 5.94 2015
342 260.9 8.68 2015
343 4.9 0.002 2015
343 15.4 0.0018 2015
343 24.9 0.0016 2015
343 34.6 0.0014 2015
343 44.8 0.0013 2015
343 61.3 0.0018 2015
343 74.6 0.0016 2015
343 85.4 0.0028 2015
343 91.4 0.0053 2015
343 100.5 0.0275 2015
343 109.3 0.1617 2015
343 116.1 0.1509 2015
343 125.7 0.2617 2015
343 130.3 0.3583 2015
343 149.8 0.9322 2015
343 165.5 1.9481 2015
343 175.9 2.0955 2015
343 200.2 4.06 2015
12 6.2 0.01 2016
12 7.4 0.05 2016
12 41.4 0.03 2016
12 75.1 0.04 2016
12 92 0.04 2016
12 136.9 0.86 2016
12 187.6 2.74 2016
12 234.6 7.22 2016
12 271.5 10.16 2016
13 7.9 0.0031 2016
13 16.6 0.0026 2016
13 25 0.0018 2016
13 35.6 0.0027 2016
13 45.2 0.0021 2016
13 60.8 0.0033 2016
13 75.6 0.0026 2016
13 85.9 0.0055 2016
13 90.2 0.0203 2016
13 100.6 0.18 2016
13 109.7 0.2482 2016
13 115.6 0.3543 2016
13 125.5 0.6377 2016
13 131.3 0.9035 2016
13 149.9 1.5014 2016
13 165.7 2.0412 2016
13 176.3 2.1437 2016
40 9.8 0.02 2016
40 5.4 0.03 2016
40 39.5 0.03 2016
40 98.4 0.07 2016
40 106.9 0.1 2016
40 119.3 0.41 2016
40 176.2 2.4 2016
40 233.3 6.72 2016
40 285.3 14.25 2016
41 6 0.003 2016
41 15.1 0.0035 2016
41 25.9 0.0047 2016
41 35.8 0.0033 2016
41 43.8 0.0041 2016
41 59.6 0.0035 2016
41 75.4 0.0036 2016
41 85.3 0.0035 2016
41 90.7 0.0033 2016
41 99.8 0.003 2016
41 111 0.003 2016
41 116.9 0.0031 2016
41 124.2 0.004 2016
41 130.9 0.1099 2016
41 151 0.5486 2016
41 164.3 1.3152 2016
41 175.8 1.3126 2016
68 6 0.01 2016
68 7.6 0.01 2016
68 55 0.03 2016
68 104.4 0.01 2016
68 110.2 0.02 2016
68 130.2 0.59 2016
68 141.7 0.95 2016
68 196.6 2.27 2016
68 245.7 5.26 2016
69 6.5 0.0042 2016
69 14.5 0.0053 2016
69 26.5 0.0064 2016
69 35.6 0.0057 2016
69 45.8 0.005 2016
69 59.7 0.004 2016
69 75.5 0.0049 2016
69 86 0.0053 2016
69 89.3 0.0066 2016
69 100 0.0043 2016
69 112.1 0.0086 2016
69 115.4 0.0117 2016
69 125.3 0.1023 2016
69 130.5 0.1856 2016
69 150.5 0.795 2016
69 163.9 0.8823 2016
69 174.5 1.0878 2016
105 4.5 0.01 2016
105 5.3 0.01 2016
105 58.2 0.01 2016
105 110.6 0.01 2016
105 131.8 0.05 2016
105 164.6 0.88 2016
105 189.9 1.96 2016
105 205.8 2.09 2016
105 257.3 3.79 2016
105 273.1 4.74 2016
105 291.3 5.61 2016
106 4.9 0.0013 2016
106 16.4 0.0013 2016
106 25.7 0.0013 2016
106 35.1 0.0013 2016
106 44.4 0.0012 2016
106 59.9 0.0012 2016
106 74.2 0.0018 2016
106 84.6 0.0026 2016
106 89.3 0.0018 2016
106 100.6 0.0017 2016
106 112.3 0.0015 2016
106 114.1 0.0018 2016
106 124.2 0.005 2016
106 129.5 0.017 2016
106 149.9 0.1474 2016
106 164.5 0.6995 2016
106 174 1.3533 2016
150 4.4 0.0016 2016
150 15 0.0011 2016
150 25.1 0.0012 2016
150 35.1 0.0012 2016
150 44.8 8e-04 2016
150 60.1 0.0011 2016
150 74.6 9e-04 2016
150 84.7 0.0012 2016
150 90.1 0.0013 2016
150 99.9 0.0018 2016
150 109.8 0.0016 2016
150 115.1 0.0054 2016
150 125.2 0.0392 2016
150 129.6 0.1257 2016
150 149.8 0.6364 2016
150 165.4 0.6753 2016
150 175.3 0.7383 2016
151 5.1 0.01 2016
151 94.1 0.03 2016
151 129.2 0.29 2016
151 150 0.9 2016
151 187.2 1.41 2016
151 252.3 4.32 2016
151 292.9 7.79 2016
193 5.3 0.08 2016
193 5.6 0.02 2016
193 42.8 0.08 2016
193 79.4 0.08 2016
193 104.2 0.1 2016
193 115.4 0.1 2016
193 152.6 0.65 2016
193 205.1 2.58 2016
193 260.5 5.24 2016
193 290.8 7.3 2016
194 7.1 0.001 2016
194 24.2 0.0013 2016
194 24 7e-04 2016
194 34.7 0.0015 2016
194 45.6 0.0012 2016
194 61.5 0.0013 2016
194 73.8 9e-04 2016
194 85.6 0.001 2016
194 90.5 0.0017 2016
194 101.5 0.0014 2016
194 106.9 0.0014 2016
194 113.4 0.0021 2016
194 125.7 0.0047 2016
194 131.3 0.0169 2016
194 151.5 0.4321 2016
194 164.5 0.6856 2016
194 174.6 1.1516 2016
222 5.7 0.07 2016
222 5.4 0.04 2016
222 52.5 0.02 2016
222 59.8 0.03 2016
222 68.8 0.05 2016
222 91.3 0.03 2016
222 111.5 0.51 2016
222 114.7 0.51 2016
222 173.6 2.33 2016
222 234.6 5.53 2016
223 5.2 0.0011 2016
223 14.8 0.0012 2016
223 35.2 0.0014 2016
223 45.5 0.0012 2016
223 60.4 0.001 2016
223 75.6 9e-04 2016
223 85.2 0.001 2016
223 90.7 0.001 2016
223 100.3 0.0017 2016
223 109.9 0.0153 2016
223 115.2 0.1416 2016
223 124.9 0.4358 2016
223 130.5 0.6196 2016
223 150.1 1.3893 2016
223 165.5 2.082 2016
223 174.9 2.355 2016
289 5.2 0.11 2016
289 67.3 0.14 2016
289 80.1 0.14 2016
289 96.5 0.13 2016
289 101.3 0.1 2016
289 140.9 0.51 2016
289 184.2 2.65 2016
289 195 2.84 2016
289 261.8 5.69 2016
289 297.6 9.07 2016
331 6.6 0.01 2016
331 6.3 0.1 2016
331 48.6 0.07 2016
331 90.1 0.18 2016
331 95.8 0.24 2016
331 124.9 0.81 2016
331 151.5 1.79 2016
331 171 1.99 2016
331 220 4.14 2016
331 271.6 6.86 2016
23 8.3 0.04 2017
24 3.7 0.01 2017
24 103.5 0.02 2017
24 126.5 0.53 2017
24 166.5 2.57 2017
24 205.7 6.34 2017
24 210.1 6.2 2017
24 218.1 6.32 2017
24 267.4 12.87 2017
24 5.2 0.0072 2017
24 15.1 0.0061 2017
24 24.6 0.0067 2017
24 34.4 0.0081 2017
24 44.8 0.0062 2017
24 60.4 0.0063 2017
24 73.8 0.0111 2017
24 86 0.2965 2017
24 89.9 0.3043 2017
24 99.2 0.8385 2017
24 110 1.095 2017
24 115 1.2332 2017
24 124.4 1.7795 2017
24 129.7 2.3306 2017
24 149 3.22 2017
24 174.4 5.16 2017
24 200.4 5.46 2017
53 5 0.06 2017
54 126.9 0.02 2017
54 159.3 0.09 2017
54 225.4 2.83 2017
54 270.2 4.97 2017
54 5.8 0.0019 2017
54 15.8 0.0018 2017
54 24.5 0.0017 2017
54 35.8 0.0036 2017
54 46 0.0016 2017
54 59.6 0.0022 2017
54 75.2 0.0021 2017
54 84.2 0.0053 2017
54 90.3 0.0331 2017
54 100.8 0.0405 2017
54 111.2 0.0302 2017
54 116.3 0.0395 2017
54 125.1 0.0473 2017
54 130.1 0.037 2017
54 150.2 0.15 2017
54 163.6 0.1562 2017
54 176.1 0.1979 2017
54 200 0.04 2017
87 2.5 0.05 2017
87 49.1 0.04 2017
87 147.8 0.46 2017
87 186.6 2.09 2017
87 233.6 5.89 2017
87 266.3 7.79 2017
88 5.9 0.0023 2017
88 15.6 0.0019 2017
88 24.8 0.0015 2017
88 35.2 0.0018 2017
88 45.1 0.0012 2017
88 60.4 0.0013 2017
88 75.3 0.0015 2017
88 85.7 0.0028 2017
88 90.4 0.0014 2017
88 99.9 0.0011 2017
88 110.1 0.0123 2017
88 115.9 0.0025 2017
88 126 0.0338 2017
88 132.4 0.0684 2017
88 151 1.104 2017
88 164.5 1.3139 2017
88 175.5 2.0006 2017
88 201 3.87 2017
115 5.9 0.06 2017
115 43.2 0.02 2017
115 69.2 0.01 2017
115 96 0.03 2017
115 138.3 1.88 2017
115 188.6 4.53 2017
115 234.4 6.49 2017
115 265.8 10.26 2017
115 296.6 14.42 2017
116 4.7 0.0031 2017
116 15.3 0.0027 2017
116 25.3 0.0018 2017
116 34.5 0.0031 2017
116 45.2 0.0022 2017
116 60.7 0.0011 2017
116 75.9 0.0013 2017
116 85.1 0.0016 2017
116 89.8 0.0015 2017
116 99.7 0.0022 2017
116 110.2 0.0094 2017
116 115.4 0.014 2017
116 125.9 0.0581 2017
116 129.8 0.2186 2017
116 149.6 1.4768 2017
116 165.2 2.5319 2017
116 175.4 3.0062 2017
116 199.6 5.27 2017
143 5.3 0.03 2017
143 6.2 0.03 2017
143 48.6 0.03 2017
143 74.8 0.01 2017
143 108.3 0.02 2017
143 136.2 0.02 2017
143 180.6 1.3 2017
143 197.5 2.32 2017
143 250.1 4.47 2017
143 260.7 5.89 2017
144 5.8 0.0026 2017
144 15.1 0.003 2017
144 25.5 0.005 2017
144 34.5 0.002 2017
144 45.4 0.0031 2017
144 59.8 0.0035 2017
144 74.7 0.0019 2017
144 84.5 0.0013 2017
144 90 0.0012 2017
144 109.8 0.0028 2017
144 109.6 0.0018 2017
144 115.7 0.0029 2017
144 124.6 0.0037 2017
144 129.2 0.0715 2017
144 149 0.7335 2017
144 167.3 1.415 2017
144 177.4 1.5254 2017
144 201.6 1.94 2017
171 82.5 0.03 2017
171 100 0.01 2017
171 127.3 0.01 2017
171 171 0.88 2017
171 178 0.97 2017
171 211.6 3.32 2017
171 219.4 3.76 2017
171 267.2 5.1 2017
171 282.2 6.05 2017
172 7.7 0.0064 2017
172 17.3 0.0061 2017
172 25.4 0.0053 2017
172 35.5 0.0083 2017
172 45.2 0.0092 2017
172 60.5 0.0086 2017
172 75.3 0.0075 2017
172 85.3 0.0061 2017
172 90.6 0.0191 2017
172 100.2 0.0055 2017
172 110.5 0.0065 2017
172 115.6 0.0092 2017
172 125.7 0.0077 2017
172 130.7 0.0272 2017
172 151 0.3477 2017
172 165.9 0.8598 2017
172 175.6 1.4457 2017
172 201.2 3.44 2017
220 5.4 0.04 2017
220 129.5 1.3 2017
220 175.4 3.35 2017
220 226.6 5.66 2017
220 295.5 11.42 2017
221 5.2 0.0039 2017
221 24.9 0.0037 2017
221 34.4 0.0022 2017
221 45.9 0.0021 2017
221 60.1 0.0019 2017
221 75 0.0022 2017
221 84.9 0.002 2017
221 89.8 0.0021 2017
221 99.9 0.0029 2017
221 109.6 0.0376 2017
221 114.9 0.1666 2017
221 125.1 0.9157 2017
221 129.6 1.1968 2017
221 150.5 1.8149 2017
221 176 3.56 2017
221 200.4 3.82 2017
279 6.9 0.07 2017
279 6 0.21 2017
279 25.6 0.12 2017
279 54.2 0.07 2017
279 80.9 0.11 2017
279 146.7 1.17 2017
279 204 3.37 2017
279 241.4 4.99 2017
279 289 7.99 2017
280 7.3 0.0052 2017
280 15.4 0.0062 2017
280 26.9 0.0037 2017
280 35.9 0.0035 2017
280 46.6 0.004 2017
280 60.2 0.0053 2017
280 76.3 0.0041 2017
280 85.9 0.0069 2017
280 92.1 0.0057 2017
280 102.3 0.0175 2017
280 111.3 0.0954 2017
280 116.7 0.273 2017
280 124.9 0.6415 2017
280 132.8 0.7634 2017
280 151 1.1713 2017
280 174.5 2 2017
280 201.9 2.84 2017
312 4.3 0.05 2017
312 40.5 0.01 2017
312 124.5 0.74 2017
312 175.1 2.22 2017
312 236.3 5.5 2017
312 282.9 9.93 2017
313 4.6 0.0037 2017
313 16 0.0035 2017
313 25.6 0.0029 2017
313 35.1 0.0037 2017
313 44.9 0.0033 2017
313 60.5 0.0044 2017
313 75.1 0.0038 2017
313 85.2 0.0034 2017
313 89.9 0.0041 2017
313 100 0.0128 2017
313 109.6 0.2189 2017
313 114.8 0.4045 2017
313 126 0.5636 2017
313 129.8 0.693 2017
313 150.9 1.1867 2017
313 164.9 1.8808 2017
313 174.5 2.15 2017
313 201.2 3.31 2017
346 5.5 0.06 2017
346 5.7 0.09 2017
346 59.7 0.06 2017
346 113 0.31 2017
346 139.7 1.31 2017
346 186.7 2.77 2017
346 250.5 5.12 2017
346 299.9 9.05 2017
347 5.8 0.0025 2017
347 15.6 0.0021 2017
347 25.1 0.0025 2017
347 34.8 0.0021 2017
347 45.1 0.0018 2017
347 60.8 0.0022 2017
347 74.4 0.0021 2017
347 84.5 0.0021 2017
347 91.3 0.0025 2017
347 101 0.0035 2017
347 111.1 0.0299 2017
347 114.2 0.1264 2017
347 124.6 0.4962 2017
347 128.7 0.7332 2017
347 149.1 1.7901 2017
347 175 2.28 2017
347 199.8 3.02 2017
17 6.7 0.07 2018
17 134 1.27 2018
17 151.8 2.48 2018
17 173.7 6.23 2018
17 223.1 7.33 2018
17 229.5 6.78 2018
17 271.7 10.36 2018
56 6.4 0.01 2018
56 135.7 0.19 2018
56 148.6 1.11 2018
56 174.2 0.81 2018
56 224.3 3.2 2018
56 231.6 3.52 2018
56 270.1 7.1 2018
57 6.5 0.0048 2018
57 15.2 0.0032 2018
57 26 0.0086 2018
57 34.8 0.0029 2018
57 46 0.0041 2018
57 59.9 0.0062 2018
57 76.2 0.0036 2018
57 85.1 0.0032 2018
57 90.3 0.0055 2018
57 99.5 0.0141 2018
57 110 0.2551 2018
57 115.1 0.34 2018
57 125.5 0.5981 2018
57 130.5 0.651 2018
57 150.2 0.6857 2018
57 166.8 1.5222 2018
57 174.1 1.1656 2018
107 6 0.05 2018
108 5.8 0.13 2018
108 26.9 0.14 2018
108 75.5 0.15 2018
108 126.4 0.14 2018
108 158.2 0.62 2018
108 195.7 0.79 2018
108 244.5 2.57 2018
108 293.8 7.8 2018
108 4.8 0.0013 2018
108 14.7 0.0015 2018
108 25.7 0.0016 2018
108 34.9 0.0025 2018
108 45.6 0.002 2018
108 59.7 0.0021 2018
108 74.9 0.0021 2018
108 85.1 0.0014 2018
108 91.1 0.0017 2018
108 100.2 0.0021 2018
108 110.2 0.0023 2018
108 114.4 0.003 2018
108 124.3 0.0055 2018
108 130.6 0.0296 2018
108 149.9 0.3 2018
108 165.5 1.0097 2018
108 175.5 1.2257 2018
135 125.1 0.27 2018
135 170.9 2.58 2018
135 227.5 5.68 2018
135 267.2 8.66 2018
136 5.4 0.0015 2018
136 15.5 0.0014 2018
136 26.5 0.0014 2018
136 36.8 0.001 2018
136 46.2 0.0015 2018
136 61.1 0.0013 2018
136 75.3 0.0018 2018
136 85.6 0.0013 2018
136 90 0.0014 2018
136 99.9 0.0019 2018
136 111.3 0.0014 2018
136 116.7 0.0025 2018
136 126.6 0.3128 2018
136 130.5 0.6762 2018
136 149.5 1.1412 2018
136 165.3 2.5474 2018
136 175.1 2.7819 2018
177 5.8 0.07 2018
178 135 0.44 2018
178 187.4 3.1 2018
178 7.1 0.0017 2018
178 15.6 0.0011 2018
178 24.6 9e-04 2018
178 34.9 9e-04 2018
178 45.9 9e-04 2018
178 62.1 0.0016 2018
178 76.3 0.0016 2018
178 85.6 0.0018 2018
178 87.2 0.0018 2018
178 99.3 0.0016 2018
178 108.7 0.0013 2018
178 114.7 0.0026 2018
178 126.1 0.0021 2018
178 133.2 0.0501 2018
178 150.2 1.018 2018
178 164.6 2.6449 2018
178 172.9 3.0576 2018
205 5.5 0.07 2018
205 59 0.02 2018
205 72.2 0.01 2018
205 91.7 0.11 2018
205 107.2 0.13 2018
205 168.6 2.11 2018
205 222.9 5.25 2018
205 250.9 6.79 2018
205 287.1 8.83 2018
206 5.6 0.0018 2018
206 15.1 0.0021 2018
206 25.8 0.0018 2018
206 35.6 0.0014 2018
206 44.8 0.0011 2018
