"DOY" "Depth" "PP" "Year"
350 100.6 1.237 2014
350 125.5 0.38 2014
55 4.6 5.557 2015
55 25.4 7.343 2015
55 46.2 5.69 2015
55 75.4 3.66 2015
55 99.6 3.257 2015
55 124 0.94 2015
87 24.6 6.633 2015
87 44.8 6.01 2015
87 75 3.687 2015
87 99.9 1.55 2015
87 125.2 0.687 2015
111 5.5 7.167 2015
111 24.4 5.957 2015
111 44.5 6.937 2015
111 75.2 4.493 2015
111 100.3 5.15 2015
111 123.4 1.045 2015
143 6.9 6.447 2015
143 26.5 7.36 2015
143 45.7 5.83 2015
143 75.2 4.983 2015
143 99.9 3.017 2015
143 126.4 1.785 2015
170 8.1 6.727 2015
170 24.2 7.14 2015
170 46.3 6.39 2015
170 76.3 4.55 2015
170 101.3 2.337 2015
170 125.1 1.033 2015
200 6.9 7.385 2015
200 24.7 7.923 2015
200 44.7 7.943 2015
200 74.8 6.03 2015
200 99.8 3.7 2015
200 124.5 1.293 2015
224 4.8 8.383 2015
224 25.1 11.28 2015
224 45.7 8.01 2015
224 75.2 5.06 2015
224 102.2 3.337 2015
224 125.6 0.69 2015
286 5.2 8.133 2015
286 24.9 8.38 2015
286 45.5 8.333 2015
286 74.4 4.2 2015
286 99.8 1.563 2015
286 125.5 0.587 2015
342 4.6 7.767 2015
342 25.5 6.963 2015
342 45 4.257 2015
342 75.4 1.413 2015
342 100.1 0.763 2015
342 125.9 0.277 2015
12 7.4 7.195 2016
12 25.2 7.427 2016
12 45.1 5.8 2016
12 73.2 2.717 2016
12 101.3 1.81 2016
12 126.4 0.52 2016
40 6.1 5.947 2016
40 24.4 7.573 2016
40 44.6 6.43 2016
40 74.5 3.46 2016
40 98 1.897 2016
40 125.5 0.663 2016
106 4.8 6.533 2016
106 24.3 6.113 2016
106 44.9 6.783 2016
106 76.7 5.937 2016
106 101.4 2.153 2016
106 128.1 1.023 2016
149 7.2 6.95 2016
149 27 6.557 2016
149 47.7 6.763 2016
149 78.4 5.757 2016
149 102.9 4.933 2016
149 127.4 2.207 2016
193 4.9 5.76 2016
193 24.7 6.003 2016
193 45.7 5.33 2016
193 74.1 3.823 2016
193 100.4 4.777 2016
193 126.5 1.48 2016
223 6.1 7.107 2016
223 25.3 6.217 2016
223 45.8 5.913 2016
223 73.8 3.827 2016
223 100.7 3.33 2016
223 126.9 1.267 2016
289 5.5 5.867 2016
289 24.8 5.16 2016
289 44.6 6.543 2016
289 75.6 2.965 2016
289 99.5 2.823 2016
289 124.8 0.805 2016
24 5.7 7.88 2017
24 24.7 6.187 2017
24 44.5 5.967 2017
24 75 4.52 2017
24 99.1 1.857 2017
24 124.8 0.523 2017
54 6.1 5.857 2017
54 25.8 5.913 2017
54 45.9 5.49 2017
54 76.7 2.353 2017
54 100.6 2.107 2017
54 127.4 0.723 2017
87 5.2 3.347 2017
87 24 3.763 2017
87 46 2.95 2017
87 75.2 3.607 2017
87 101.2 3.2 2017
87 125.6 1.823 2017
115 5.5 5.943 2017
115 24.3 6.02 2017
115 45.9 5.853 2017
115 75.5 3.23 2017
115 100.5 3.013 2017
115 124.7 1.15 2017
143 4.7 4.543 2017
143 25.8 4.84 2017
143 45.3 5.893 2017
143 77.1 3.713 2017
143 100.3 2.407 2017
143 124.8 0.923 2017
171 7.5 5.175 2017
171 26.1 7.89 2017
171 46.6 6.217 2017
171 76.3 6.26 2017
171 101.5 5.04 2017
171 125.1 2.033 2017
220 5 10.6 2017
220 25.3 11.433 2017
220 47.3 10.797 2017
220 76.4 4.687 2017
220 100.5 4.343 2017
220 126.5 0.643 2017
280 5.5 6.437 2017
280 26.2 6.353 2017
280 46 5.957 2017
280 75.6 2.63 2017
280 101.4 1.313 2017
280 126.7 0.623 2017
312 8.1 7.84 2017
312 26.6 7.017 2017
312 45.2 6.327 2017
312 74.7 4.133 2017
312 101 2.32 2017
312 126.2 0.71 2017
346 5.1 6.037 2017
346 26 5.37 2017
346 46.3 4.773 2017
346 76.2 1.96 2017
346 101.7 1.343 2017
346 128.1 0.42 2017
56 5 4.293 2018
56 25.1 2.47 2018
56 44.9 1.543 2018
56 75.4 1.277 2018
56 100.5 0.693 2018
56 125.9 0.437 2018
108 5.3 7.28 2018
108 25.3 6.12 2018
108 46.4 4.69 2018
108 73.8 2.517 2018
108 100.8 1.31 2018
108 127.1 0.607 2018
177 6.2 6.323 2018
177 25.7 7.003 2018
177 46.4 6.517 2018
177 75.6 4.883 2018
177 106.8 2.35 2018
177 127.1 1.203 2018
205 6.1 7.647 2018
205 26.2 7.167 2018
205 46.3 6.413 2018
205 76.1 4.56 2018
205 100.9 2.663 2018
205 126.2 0.58 2018
253 7.3 6.7 2018
253 25.6 6.797 2018
253 45.7 6.153 2018
253 76.1 3.323 2018
253 100 1.193 2018
253 125.2 0.497 2018
285 4.6 8.603 2018
285 24.1 7.577 2018
285 44.4 5.6 2018
285 73 1.88 2018
285 99.3 0.955 2018
285 125.7 0.19 2018
320 6.8 6.357 2018
320 24 5.887 2018
320 44.3 3.86 2018
320 75.8 2.047 2018
320 98.9 0.97 2018
320 126.1 0.393 2018
15 6.8 7.643 2019
15 24.2 7.54 2019
15 44.7 5.503 2019
15 76 2.633 2019
15 100.6 1.177 2019
15 125.3 0.407 2019
122 5 5.857 2019
122 24.7 5.725 2019
122 44.5 4.913 2019
122 74.9 2.697 2019
122 99.7 1.467 2019
122 124.7 0.613 2019
162 5.2 7.35 2019
162 24.3 7.203 2019
162 45 7.08 2019
162 75.1 4.667 2019
162 99.4 1.87 2019
162 124.4 1.347 2019
182 5.4 8.993 2019
182 25.1 8.517 2019
182 45.5 8.71 2019
182 74.7 5.673 2019
182 99.5 3.093 2019
182 125.1 0.683 2019
214 5.2 8.997 2019
214 25.1 8.817 2019
214 44.9 8.293 2019
214 74.1 3.787 2019
214 99 1.447 2019
214 125.3 0.847 2019
247 5.3 9.573 2019
247 25.3 8.563 2019
247 45 9.067 2019
247 74.5 3.55 2019
247 99.7 1.45 2019
247 126.2 0.897 2019
290 4.6 9.103 2019
290 24.7 11.683 2019
290 45.1 7.523 2019
290 74.6 3.365 2019
290 100.4 1.277 2019
290 125 0.297 2019
353 5.1 6.377 2019
353 24.5 6.177 2019
353 44.5 5.337 2019
353 76.3 3.02 2019
353 100.9 3.037 2019
353 124.6 0.56 2019
