"DOY" "Depth" "CHL" "Year"
305 25.5 0.13 1988
305 42.9 0.19 1988
305 68.3 0.29 1988
305 114.4 0.33 1988
337 21.2 0.19 1988
337 46.2 0.18 1988
337 71.1 0.38 1988
337 97.9 0.27 1988
337 122.9 0.17 1988
337 148.6 0.04 1988
337 177.6 0.03 1988
8 72.7 0.24 1989
8 97.7 0.27 1989
8 122.2 0.24 1989
8 146.8 0.14 1989
8 176.8 0.06 1989
59 5.8 0.13 1989
59 22.1 0.13 1989
59 41.8 0.17 1989
59 71.8 0.19 1989
59 99.6 0.22 1989
59 123.2 0.17 1989
59 151.1 0.06 1989
59 177.4 0.02 1989
88 40.8 0.11 1989
88 71.7 0.19 1989
88 81.6 0.19 1989
88 92.5 0.22 1989
88 101.9 0.34 1989
88 111.7 0.43 1989
88 121.6 0.3 1989
88 127.4 0.23 1989
88 133.7 0.17 1989
88 143.6 0.13 1989
88 152.5 0.11 1989
88 200.2 0.01 1989
210 204.9 0.02 1989
210 5.6 0.13 1989
210 27.4 0.13 1989
210 46.8 0.16 1989
210 61.7 0.14 1989
210 77.3 0.19 1989
210 87.8 0.22 1989
210 98.5 0.37 1989
210 109.3 0.36 1989
210 119.2 0.28 1989
210 130.5 0.26 1989
210 156 0.1 1989
210 181.1 0.01 1989
210 5 0.15 1989
210 25 0.14 1989
210 45 0.15 1989
210 75 0.19 1989
210 100 0.35 1989
210 125 0.23 1989
210 150 0.09 1989
210 175 0.1 1989
236 203.8 0.02 1989
236 25.8 0.13 1989
236 45.8 0.12 1989
236 61.6 0.17 1989
236 76.1 0.25 1989
236 87.3 0.34 1989
236 97.4 0.31 1989
236 109 0.32 1989
236 118 0.25 1989
236 130.5 0.19 1989
236 157 0.08 1989
236 181.8 0.05 1989
266 6.3 0.1 1989
266 26.5 0.15 1989
266 47.4 0.15 1989
266 63.2 0.09 1989
266 89.1 0.25 1989
266 98.6 0.43 1989
266 111.2 0.31 1989
266 119.9 0.26 1989
266 131.7 0.2 1989
266 157.5 0.05 1989
266 182.1 0.02 1989
266 206.7 0.01 1989
265 2 0.12 1989
265 10 0.13 1989
265 45 0.13 1989
265 75 0.11 1989
265 100 0.22 1989
265 125 0.14 1989
265 150 0.04 1989
265 175 0.02 1989
292 4.8 0.08 1989
292 25.5 0.1 1989
292 45.4 0.13 1989
292 61.7 0.15 1989
292 76.4 0.2 1989
292 86.7 0.36 1989
292 96.5 0.29 1989
292 106.4 0.16 1989
292 116.8 0.14 1989
292 129.7 0.08 1989
292 153.9 0.03 1989
292 181.7 0.01 1989
292 207.3 0.01 1989
291 5 0.12 1989
291 20 0.11 1989
291 45 0.21 1989
291 80 0.26 1989
291 100 0.15 1989
291 120 0.07 1989
291 160 0.02 1989
291 175 0.01 1989
332 5.8 0.1 1989
332 25.3 0.13 1989
332 45.6 0.13 1989
332 61.6 0.18 1989
332 76.5 0.25 1989
332 86.6 0.3 1989
332 96.3 0.3 1989
332 106.7 0.23 1989
332 119.6 0.11 1989
332 130.6 0.07 1989
332 155.4 0.03 1989
332 181.5 0.01 1989
332 2 0.11 1989
332 10 0.11 1989
332 20 0.11 1989
332 45 0.12 1989
332 65 0.22 1989
332 95 0.28 1989
332 110 0.21 1989
332 140 0.05 1989
5 14.3 0.13 1990
5 34 0.13 1990
5 45.8 0.12 1990
5 60 0.17 1990
5 75.5 0.28 1990
5 85.6 0.48 1990
5 95.1 0.28 1990
5 105.9 0.26 1990
5 117.3 0.2 1990
5 126.9 0.09 1990
5 136.8 0.02 1990
5 12.3 0.01 1990
5 26.7 0.1 1990
5 160.6 0.04 1990
5 177.8 0.01 1990
5 215.3 0.01 1990
5 2 0.12 1990
5 10 0.11 1990
5 40 0.13 1990
5 80 0.19 1990
5 95 0.17 1990
5 120 0.12 1990
5 145 0.06 1990
5 175 0.01 1990
47 24.9 0.09 1990
47 34.9 0.09 1990
47 45.9 0.11 1990
47 60.8 0.11 1990
47 75.6 0.21 1990
47 85.3 0.29 1990
47 96.4 0.34 1990
47 105.9 0.24 1990
47 115.6 0.16 1990
47 125.4 0.1 1990
47 135.7 0.03 1990
47 151 0.01 1990
46 4 0.08 1990
46 10 0.1 1990
46 30 0.11 1990
46 70 0.22 1990
46 88 0.33 1990
46 115 0.22 1990
46 135 0.11 1990
46 160 0.04 1990
77 176.4 0.03 1990
77 5.2 0.09 1990
77 27.3 0.09 1990
77 47 0.09 1990
77 76.2 0.14 1990
77 98.4 0.22 1990
77 123.2 0.19 1990
77 148.5 0.05 1990
78 116.7 0.26 1990
78 126.9 0.25 1990
78 137.2 0.18 1990
78 151.7 0.09 1990
78 163.1 0.09 1990
78 177.8 0.05 1990
78 203.7 0.01 1990
78 15.7 0.08 1990
78 35.1 0.09 1990
78 45.3 0.08 1990
78 60.6 0.09 1990
78 75.1 0.07 1990
78 87.1 0.09 1990
78 99 0.11 1990
78 110 0.24 1990
78 149.5 0.1 1990
78 175.2 0.05 1990
79 6 0.09 1990
79 25.8 0.09 1990
79 45.7 0.1 1990
79 75.1 0.15 1990
79 99.3 0.2 1990
79 124 0.16 1990
79 149.6 0.1 1990
79 175.2 0.02 1990
78 5 0.09 1990
78 25 0.11 1990
78 45 0.1 1990
78 75 0.17 1990
78 100 0.2 1990
78 125 0.27 1990
78 150 0.05 1990
78 175 0.04 1990
103 117.3 0.1 1990
103 128.7 0.2 1990
103 137 0.16 1990
103 152.2 0.15 1990
103 162.4 0.17 1990
103 178.8 0.09 1990
103 16.6 0.06 1990
103 25.7 0.05 1990
103 36.9 0.06 1990
103 45.9 0.07 1990
103 61.8 0.08 1990
103 61.8 0.08 1990
103 78 0.09 1990
103 98.5 0.09 1990
103 108.8 0.13 1990
103 2 0.09 1990
103 10 0.1 1990
103 40 0.13 1990
103 80 0.17 1990
103 95 0.23 1990
103 120 0.32 1990
103 145 0.13 1990
103 175 0.08 1990
129 6.2 0.08 1990
129 15.7 0.08 1990
129 26.9 0.08 1990
129 36.8 0.09 1990
129 46.4 0.09 1990
129 62.7 0.11 1990
129 77.4 0.12 1990
129 87.4 0.13 1990
129 97.9 0.13 1990
129 106.8 0.21 1990
129 118 0.29 1990
129 129.9 0.4 1990
129 137 0.26 1990
129 154.4 0.16 1990
129 165.7 0.09 1990
129 182.3 0.06 1990
129 209 0.02 1990
129 5 0.03 1990
129 25 0.1 1990
129 45 0.11 1990
129 75 0.14 1990
129 100 0.5 1990
129 125 0.28 1990
129 150 0.1 1990
129 175 0.06 1990
164 5.2 0.05 1990
164 15.1 0.05 1990
164 26.2 0.05 1990
164 35.1 0.05 1990
164 45.6 0.06 1990
164 60.7 0.06 1990
164 76 0.09 1990
164 96.7 0.09 1990
164 106.9 0.1 1990
164 117.2 0.14 1990
164 127.1 0.23 1990
164 137.2 0.15 1990
164 154.2 0.08 1990
164 165.6 0.05 1990
164 181.8 0.02 1990
164 207.5 0.01 1990
164 5 0.05 1990
164 25 0.04 1990
164 45 0.06 1990
164 75 0.11 1990
164 100 0.22 1990
164 125 0.08 1990
164 150 0.02 1990
164 175 0.02 1990
206 4.7 0.04 1990
206 15.1 0.04 1990
206 26.5 0.04 1990
206 36.8 0.05 1990
206 46.3 0.07 1990
206 61.7 0.09 1990
206 77.4 0.11 1990
206 87.2 0.17 1990
206 97.1 0.21 1990
206 108.1 0.22 1990
206 117.5 0.1 1990
206 137.5 0.06 1990
206 153.4 0.03 1990
206 164.7 0.02 1990
206 181.6 0.01 1990
206 207.8 0.01 1990
206 5 0.04 1990
206 25 0.04 1990
206 45 0.08 1990
206 75 0.11 1990
206 100 0.2 1990
206 125 0.08 1990
206 150 0.04 1990
206 175 0.02 1990
352 129.9 0.12 1990
352 139.3 0.06 1990
352 154.7 0.02 1990
352 166.3 0.01 1990
352 7 0.07 1990
352 14.9 0.06 1990
352 27 0.07 1990
352 45.8 0.07 1990
352 45.8 0.07 1990
352 61.9 0.12 1990
352 76.5 0.12 1990
352 86 0.15 1990
352 96.2 0.14 1990
352 106.2 0.21 1990
352 122.5 0.15 1990
352 78.2 0.15 1990
352 92.9 0.19 1990
352 103.7 0.15 1990
352 113.6 0.11 1990
352 122.5 0.05 1990
352 143.3 0.04 1990
352 30.9 0.12 1990
352 71.8 0.12 1990
352 90 0.12 1990
352 112.5 0.17 1990
352 8.7 0.13 1990
352 48.4 0.11 1990
352 77.9 0.12 1990
352 102.4 0.17 1990
352 127.1 0.05 1990
352 155.6 0.02 1990
352 28.5 0.12 1990
352 45.7 0.12 1990
352 76.5 0.22 1990
352 102 0.18 1990
352 114.1 0.09 1990
352 122.5 0.05 1990
352 141.3 0.02 1990
353 27.2 0.1 1990
353 46.8 0.1 1990
353 77.4 0.11 1990
353 97.7 0.23 1990
353 113.6 0.15 1990
353 124.5 0.06 1990
353 153.7 0.02 1990
352 5 0.09 1990
352 25 0.09 1990
352 45 0.09 1990
352 75 0.1 1990
352 100 0.15 1990
352 125 0.05 1990
352 150 0.01 1990
34 6 0.06 1991
34 16.2 0.06 1991
34 26.1 0.06 1991
34 36 0.07 1991
34 49.6 0.07 1991
34 62.1 0.07 1991
34 75.6 0.07 1991
34 88.4 0.1 1991
34 99.1 0.13 1991
34 107.3 0.14 1991
34 118.2 0.14 1991
34 128.5 0.17 1991
34 139 0.12 1991
34 154.8 0.08 1991
34 168 0.05 1991
34 182.3 0.03 1991
35 5 0.07 1991
35 25 0.06 1991
35 75 0.1 1991
35 100 0.14 1991
35 125 0.13 1991
65 5.4 0.06 1991
65 16.1 0.06 1991
65 19.1 0.06 1991
65 36.8 0.07 1991
65 39.7 0.07 1991
65 63.7 0.08 1991
65 78.9 0.09 1991
65 86.2 0.09 1991
65 94.7 0.1 1991
65 105.3 0.11 1991
65 117.6 0.2 1991
65 126.5 0.21 1991
65 139.2 0.19 1991
65 153.9 0.05 1991
65 163.8 0.05 1991
65 182.5 0.06 1991
66 34.9 0.06 1991
66 113.5 0.18 1991
66 119.2 0.18 1991
66 129 0.17 1991
66 136.8 0.11 1991
66 144.5 0.06 1991
66 148.8 0.06 1991
66 77.9 0.12 1991
66 106.7 0.15 1991
66 127.4 0.19 1991
66 127.4 0.2 1991
66 129.3 0.17 1991
66 139.8 0.15 1991
66 159.8 0.07 1991
100 8 0.07 1991
100 17.4 0.07 1991
100 27.2 0.07 1991
100 37.9 0.09 1991
100 48.7 0.08 1991
100 65.1 0.12 1991
100 77.5 0.18 1991
100 88.9 0.31 1991
100 98.6 0.29 1991
100 108.2 0.16 1991
100 119.6 0.12 1991
100 130.3 0.1 1991
100 157.1 0.04 1991
100 168.1 0.04 1991
100 181.3 0.02 1991
100 209.7 0.01 1991
100 5 0.09 1991
100 25 0.09 1991
100 45 0.09 1991
100 75 0.13 1991
100 100 0.19 1991
100 125 0.23 1991
100 150 0.06 1991
100 175 0.04 1991
128 9.6 0.09 1991
128 18.3 0.09 1991
128 26.4 0.09 1991
128 36.7 0.11 1991
128 46 0.1 1991
128 78 0.12 1991
128 86.9 0.11 1991
128 98 0.12 1991
128 104.6 0.16 1991
128 114.8 0.19 1991
128 126.3 0.22 1991
128 140.5 0.22 1991
128 157.2 0.16 1991
128 165.4 0.16 1991
128 188.5 0.06 1991
128 5 0.09 1991
128 25 0.11 1991
128 45 0.11 1991
128 75 0.14 1991
128 100 0.18 1991
128 125 0.22 1991
128 150 0.14 1991
128 175 0.1 1991
156 6.5 0.07 1991
156 16.2 0.08 1991
156 27.8 0.07 1991
156 37.9 0.08 1991
156 47.7 0.11 1991
156 63.6 0.1 1991
156 78.2 0.18 1991
156 90.2 0.2 1991
156 99.2 0.21 1991
156 109.6 0.23 1991
156 120.2 0.2 1991
156 130.2 0.24 1991
156 139 0.16 1991
156 169.5 0.05 1991
156 210 0.01 1991
156 5 0.1 1991
156 25 0.1 1991
156 45 0.1 1991
156 75 0.12 1991
156 100 0.16 1991
156 125 0.21 1991
156 150 0.09 1991
156 175 0.02 1991
191 3.3 0.07 1991
191 13.3 0.06 1991
191 23.3 0.06 1991
191 34 0.08 1991
191 43.2 0.1 1991
191 58.9 0.11 1991
191 73.9 0.18 1991
191 84.7 0.26 1991
191 94.5 0.23 1991
191 104.4 0.24 1991
191 115.1 0.21 1991
191 127.4 0.18 1991
191 135.8 0.12 1991
191 150.6 0.06 1991
191 180 0.03 1991
191 205.8 0.02 1991
191 5 0.07 1991
191 25 0.06 1991
191 45 0.09 1991
191 75 0.14 1991
191 100 0.22 1991
191 125 0.2 1991
191 150 0.06 1991
191 175 0.07 1991
222 7.9 0.11 1991
222 18.4 0.07 1991
222 26.9 0.07 1991
222 34.8 0.08 1991
222 42.2 0.1 1991
222 59.1 0.12 1991
222 75.7 0.16 1991
222 87.6 0.21 1991
222 98.2 0.25 1991
222 107.6 0.23 1991
222 117.7 0.2 1991
222 129.6 0.19 1991
222 139.3 0.13 1991
222 153.1 0.06 1991
222 167.6 0.04 1991
222 181.1 0.03 1991
222 208.5 0.01 1991
222 5 0.07 1991
222 25 0.07 1991
222 45 0.07 1991
222 75 0.15 1991
222 100 0.2 1991
222 125 0.2 1991
222 150 0.08 1991
222 175 0.03 1991
261 111.4 0.2 1991
261 121.8 0.19 1991
261 131.5 0.14 1991
261 141.7 0.1 1991
261 158.7 0.06 1991
261 165.2 0.06 1991
261 176.2 0.03 1991
261 199.9 0.01 1991
261 11.3 0.06 1991
261 31 0.06 1991
261 31.1 0.07 1991
261 41.1 0.07 1991
261 50.8 0.08 1991
261 67.7 0.14 1991
261 83.3 0.19 1991
261 95.6 0.25 1991
261 105.4 0.23 1991
261 5 0.07 1991
261 25 0.07 1991
261 45 0.09 1991
261 75 0.17 1991
261 100 0.22 1991
261 125 0.15 1991
261 150 0.07 1991
261 175 0.08 1991
294 103.9 0.31 1991
294 114.6 0.23 1991
294 124.7 0.13 1991
294 135.1 0.13 1991
294 150.5 0.11 1991
294 160.8 0.09 1991
294 175 0.06 1991
294 199.6 0.04 1991
294 6.7 0.07 1991
294 16.8 0.07 1991
294 27 0.07 1991
294 35.9 0.08 1991
294 46.5 0.09 1991
294 61.3 0.11 1991
294 76.8 0.23 1991
294 87.1 0.27 1991
294 97.4 0.34 1991
294 6.5 0.09 1991
294 26.1 0.1 1991
294 46.3 0.14 1991
294 76.9 0.23 1991
294 101.5 0.27 1991
294 126.9 0.13 1991
294 150.9 0.07 1991
294 5 0.08 1991
294 25 0.08 1991
294 45 0.09 1991
294 75 0.2 1991
294 100 0.29 1991
294 125 0.11 1991
294 150 0.07 1991
294 175 0.08 1991
340 105.3 0.16 1991
340 115.8 0.11 1991
340 126.5 0.09 1991
340 137.6 0.08 1991
340 153.7 0.03 1991
340 164.5 0.02 1991
340 178 0.01 1991
340 6.6 0.1 1991
340 24.3 0.12 1991
340 35.7 0.11 1991
340 45.7 0.13 1991
340 61.1 0.15 1991
340 75.4 0.18 1991
340 88.6 0.26 1991
340 5 0.12 1991
340 25 0.11 1991
340 45 0.11 1991
340 75 0.18 1991
340 100 0.21 1991
340 125 0.13 1991
340 150 0.04 1991
5 5 0.14 1992
5 25 0.14 1992
5 45 0.18 1992
5 75 0.15 1992
5 100 0.21 1992
5 125 0.05 1992
5 150 0.02 1992
5 175 0.01 1992
46 108.6 0.18 1992
46 118.3 0.13 1992
46 127.4 0.11 1992
46 138 0.1 1992
46 153.1 0.07 1992
46 162.3 0.05 1992
46 177 0.03 1992
46 204.8 0.01 1992
46 5.6 0.13 1992
46 16 0.12 1992
46 29.9 0.12 1992
46 37.6 0.14 1992
46 63.9 0.19 1992
46 77.3 0.19 1992
46 85 0.19 1992
47 7.3 0.08 1992
47 27.6 0.08 1992
47 47.6 0.08 1992
47 77.7 0.2 1992
47 82.9 0.2 1992
47 88.6 0.19 1992
47 93.5 0.16 1992
47 98.6 0.13 1992
47 103.3 0.13 1992
47 113 0.12 1992
47 126.8 0.06 1992
47 146.9 0.02 1992
47 175.1 0.01 1992
45 5 0.15 1992
45 25 0.15 1992
45 45 0.15 1992
45 75 0.14 1992
45 100 0.16 1992
45 125 0.12 1992
45 150 0.06 1992
45 175 0.03 1992
65 5 0.08 1992
65 25 0.08 1992
65 45 0.1 1992
65 75 0.13 1992
65 100 0.12 1992
65 125 0.19 1992
65 150 0.11 1992
65 175 0.03 1992
108 5 0.07 1992
108 25 0.07 1992
108 45 0.09 1992
108 75 0.17 1992
108 100 0.16 1992
108 125 0.21 1992
108 150 0.06 1992
161 4.6 0.05 1992
161 14.6 0.05 1992
161 24.7 0.05 1992
161 34.6 0.07 1992
161 44.8 0.06 1992
161 59.6 0.07 1992
161 74.9 0.12 1992
161 84.9 0.16 1992
161 94.9 0.13 1992
161 103.9 0.19 1992
161 113.4 0.26 1992
161 124.5 0.21 1992
161 135.9 0.17 1992
161 148.3 0.1 1992
161 161.3 0.06 1992
161 175.1 0.02 1992
162 9 0.13 1992
162 48.4 0.08 1992
162 79 0.15 1992
162 104.4 0.16 1992
162 119.3 0.27 1992
162 123.7 0.28 1992
162 129 0.25 1992
162 134 0.17 1992
162 139 0.18 1992
162 156.5 0.04 1992
162 180.3 0.04 1992
161 5 0.05 1992
161 25 0.05 1992
161 45 0.07 1992
161 75 0.08 1992
161 100 0.12 1992
161 125 0.26 1992
161 150 0.07 1992
187 8.6 0.04 1992
187 17.3 0.04 1992
187 28.5 0.05 1992
187 38.4 0.07 1992
187 48.5 0.07 1992
187 63.5 0.09 1992
187 78.1 0.11 1992
187 87.2 0.13 1992
187 97.5 0.16 1992
187 108.5 0.2 1992
187 118.1 0.2 1992
187 129.3 0.16 1992
187 139 0.16 1992
187 153.9 0.11 1992
187 178.1 0.07 1992
187 200.2 0.04 1992
188 9.6 0.07 1992
188 29.3 0.08 1992
188 47.5 0.09 1992
188 78.4 0.14 1992
188 88.6 0.16 1992
188 98.8 0.16 1992
188 109 0.2 1992
188 114.1 0.18 1992
188 119 0.17 1992
188 124.8 0.13 1992
188 134.9 0.08 1992
188 154.6 0.05 1992
188 179 0.02 1992
188 204.1 0.01 1992
187 5 0.05 1992
187 25 0.08 1992
187 45 0.05 1992
187 75 0.19 1992
187 100 0.18 1992
187 125 0.17 1992
187 150 0.06 1992
219 109 0.22 1992
219 118.5 0.22 1992
219 128.8 0.23 1992
219 138.1 0.12 1992
219 153.5 0.05 1992
219 163.4 0.04 1992
219 178.8 0.02 1992
219 204.5 0.01 1992
219 9.9 0.07 1992
219 10 0.07 1992
219 31.1 0.07 1992
219 31 0.09 1992
219 40.3 0.07 1992
219 49.3 0.09 1992
219 64.8 0.12 1992
219 80.1 0.13 1992
219 92.1 0.18 1992
218 5 0.07 1992
218 25 0.07 1992
218 45 0.09 1992
218 75 0.13 1992
218 100 0.25 1992
218 125 0.09 1992
218 150 0.03 1992
218 175 0.01 1992
266 5 0.09 1992
266 25 0.08 1992
266 45 0.1 1992
266 75 0.18 1992
266 100 0.2 1992
266 125 0.06 1992
266 150 0.04 1992
266 175 0.04 1992
293 5 0.09 1992
293 25 0.09 1992
293 45 0.12 1992
293 75 0.32 1992
293 100 0.31 1992
293 125 0.08 1992
293 150 0.03 1992
293 175 0.01 1992
20 149.7 0.06 1993
20 160.5 0.03 1993
20 173.8 0.01 1993
20 198.1 0.02 1993
20 9.1 0.11 1993
20 24.7 0.16 1993
20 45.3 0.19 1993
20 75.5 0.21 1993
20 86.1 0.22 1993
20 95.3 0.22 1993
20 104 0.21 1993
20 130.4 0.18 1993
20 5 0.12 1993
20 25 0.18 1993
20 45 0.18 1993
20 75 0.19 1993
20 100 0.2 1993
20 125 0.15 1993
20 150 0.08 1993
20 175 0.08 1993
48 5.1 0.08 1993
48 14.9 0.07 1993
48 24.3 0.08 1993
48 35.5 0.08 1993
48 45.4 0.11 1993
48 58.7 0.31 1993
48 74.3 0.29 1993
48 84.6 0.18 1993
48 94.6 0.13 1993
48 104.7 0.1 1993
48 124.5 0.04 1993
48 137 0.02 1993
48 151.5 0.01 1993
48 161.8 0.01 1993
49 75.5 0.32 1993
49 85.2 0.3 1993
49 95.2 0.27 1993
49 105.2 0.25 1993
49 125.2 0.06 1993
49 150.9 0.04 1993
48 5 0.09 1993
48 25 0.09 1993
48 45 0.08 1993
48 75 0.1 1993
48 100 0.14 1993
48 125 0.09 1993
48 150 0.04 1993
48 175 0.01 1993
104 3.8 0.07 1993
104 15 0.07 1993
104 26 0.07 1993
104 34.9 0.08 1993
104 44.4 0.08 1993
104 60.2 0.09 1993
104 75.5 0.1 1993
104 85.4 0.12 1993
104 95.9 0.14 1993
104 104.9 0.14 1993
104 115 0.26 1993
104 125 0.27 1993
104 134.9 0.15 1993
104 150.4 0.1 1993
104 160 0.08 1993
104 176.2 0.04 1993
104 196.2 0.03 1993
105 74.2 0.09 1993
105 89.6 0.17 1993
105 100.2 0.23 1993
105 103.7 0.24 1993
105 109.2 0.26 1993
105 114.1 0.25 1993
105 119.5 0.26 1993
105 124.6 0.26 1993
105 5 0.07 1993
105 25 0.07 1993
105 45 0.07 1993
105 75 0.09 1993
105 100 0.22 1993
105 125 0.07 1993
105 150 0.08 1993
105 175 0.09 1993
140 6.7 0.07 1993
140 24.5 0.08 1993
140 45.1 0.09 1993
140 75.7 0.15 1993
140 100.7 0.2 1993
140 109.4 0.23 1993
140 119.2 0.24 1993
140 128.8 0.22 1993
140 135.1 0.2 1993
140 140.2 0.19 1993
140 144.1 0.17 1993
140 160.8 0.12 1993
140 174.7 0.03 1993
140 203 0.02 1993
141 6.6 0.08 1993
141 24.5 0.08 1993
141 34.9 0.09 1993
141 45 0.09 1993
141 55.1 0.1 1993
141 74.7 0.16 1993
141 95.3 0.22 1993
141 106.3 0.23 1993
141 116.4 0.24 1993
141 124.5 0.27 1993
141 134.8 0.24 1993
141 150.1 0.1 1993
141 160.6 0.08 1993
141 176.4 0.03 1993
141 203.8 0.02 1993
140 5 0.08 1993
140 25 0.09 1993
140 45 0.09 1993
140 75 0.2 1993
140 100 0.2 1993
140 125 0.17 1993
140 150 0.11 1993
140 175 0.04 1993
257 5.4 0.06 1993
257 15.6 0.07 1993
257 25.6 0.07 1993
257 36.7 0.06 1993
257 46.6 0.08 1993
257 61.4 0.1 1993
257 76.2 0.12 1993
257 86.5 0.17 1993
257 96.4 0.21 1993
257 105.9 0.22 1993
257 116.2 0.2 1993
257 125.6 0.17 1993
257 136.3 0.15 1993
257 154.2 0.08 1993
257 158 0.07 1993
257 177.7 0.02 1993
257 200.9 0.01 1993
257 5 0.07 1993
257 25 0.07 1993
257 45 0.08 1993
257 75 0.13 1993
257 100 0.21 1993
257 125 0.2 1993
257 150 0.13 1993
257 175 0.08 1993
302 7.1 0.08 1993
302 17.2 0.08 1993
302 27.1 0.08 1993
302 37.3 0.07 1993
302 48.4 0.08 1993
302 58.5 0.09 1993
302 80.3 0.13 1993
302 78.9 0.14 1993
302 93.4 0.17 1993
302 105.2 0.21 1993
302 117.8 0.21 1993
302 125 0.19 1993
302 138.4 0.14 1993
302 148.9 0.06 1993
302 163.4 0.07 1993
302 176.8 0.02 1993
302 182.6 0.01 1993
302 197.4 0.01 1993
302 5 0.07 1993
302 25 0.08 1993
302 45 0.06 1993
302 75 0.14 1993
302 100 0.17 1993
302 125 0.13 1993
302 150 0.03 1993
302 175 0.02 1993
20 7.5 0.13 1994
20 17.1 0.13 1994
20 27.3 0.12 1994
20 36.7 0.13 1994
20 62.9 0.14 1994
20 76.6 0.14 1994
20 85.8 0.17 1994
20 96.1 0.2 1994
20 106.4 0.2 1994
20 114.6 0.16 1994
20 125.7 0.13 1994
20 136.4 0.11 1994
20 153.1 0.07 1994
20 163.9 0.05 1994
20 168.8 0.04 1994
20 204.6 0.01 1994
21 7.1 0.14 1994
21 27 0.14 1994
21 46.3 0.14 1994
21 75 0.14 1994
21 89.6 0.14 1994
21 100.1 0.16 1994
21 116 0.15 1994
21 126.1 0.13 1994
21 135.3 0.12 1994
21 148.8 0.06 1994
21 173.7 0.02 1994
20 5 0.14 1994
20 25 0.12 1994
20 45 0.13 1994
20 75 0.14 1994
20 100 0.17 1994
20 125 0.15 1994
20 150 0.13 1994
20 175 0.14 1994
48 174.9 0.06 1994
48 199 0.03 1994
48 15 0.14 1994
48 25.4 0.15 1994
48 35 0.17 1994
48 44.9 0.2 1994
48 61.4 0.19 1994
48 77.8 0.21 1994
48 85.6 0.21 1994
48 95.4 0.2 1994
48 106.1 0.23 1994
48 114.4 0.22 1994
48 125.5 0.22 1994
48 135.2 0.19 1994
48 150.4 0.17 1994
48 5 0.17 1994
48 25 0.18 1994
48 45 0.18 1994
48 75 0.21 1994
48 100 0.2 1994
48 125 0.2 1994
48 150 0.09 1994
48 175 0.03 1994
68 4.6 0.07 1994
68 14.9 0.07 1994
68 25.2 0.08 1994
68 36.8 0.08 1994
68 45.5 0.08 1994
68 60.1 0.1 1994
68 75 0.12 1994
68 83.3 0.13 1994
68 95.2 0.16 1994
68 104.9 0.2 1994
68 115.9 0.23 1994
68 125.8 0.29 1994
68 135 0.29 1994
68 149.2 0.2 1994
68 159.5 0.13 1994
68 174.7 0.05 1994
68 200.4 0.05 1994
68 5 0.07 1994
68 25 0.07 1994
68 45 0.08 1994
68 75 0.12 1994
68 100 0.17 1994
68 125 0.25 1994
68 150 0.17 1994
68 175 0.06 1994
170 5.1 0.08 1994
170 14.9 0.06 1994
170 24.7 0.07 1994
170 44.6 0.07 1994
170 59.7 0.09 1994
170 75.4 0.13 1994
170 84.7 0.18 1994
170 95.7 0.19 1994
170 105.1 0.17 1994
170 113.8 0.2 1994
170 125.3 0.25 1994
170 136.6 0.14 1994
170 150.6 0.15 1994
170 157.4 0.14 1994
170 175.1 0.07 1994
170 185.2 0.03 1994
170 201.4 0.02 1994
170 5 0.06 1994
170 25 0.07 1994
170 45 0.08 1994
170 75 0.12 1994
170 100 0.16 1994
170 125 0.19 1994
170 150 0.17 1994
170 175 0.08 1994
206 4.7 0.1 1994
206 14.8 0.09 1994
206 24.6 0.09 1994
206 34.2 0.1 1994
206 43.8 0.1 1994
206 59.8 0.14 1994
206 74.3 0.22 1994
206 84.3 0.2 1994
206 94.9 0.27 1994
206 104.2 0.27 1994
206 115.3 0.22 1994
206 124.2 0.14 1994
206 134.4 0.12 1994
206 149.6 0.06 1994
206 159.1 0.03 1994
206 175 0.01 1994
206 201.3 0.01 1994
206 5 0.09 1994
206 25 0.1 1994
206 45 0.2 1994
206 75 0.26 1994
206 100 0.2 1994
206 125 0.08 1994
206 150 0.03 1994
206 175 0.01 1994
242 4.5 0.07 1994
242 14.6 0.07 1994
242 25.2 0.09 1994
242 35.2 0.08 1994
242 44.6 0.08 1994
242 59.6 0.14 1994
242 75.9 0.17 1994
242 85 0.2 1994
242 94.4 0.2 1994
242 105.5 0.24 1994
242 115 0.17 1994
242 125.1 0.11 1994
242 135.4 0.07 1994
242 150.4 0.06 1994
242 159.3 0.05 1994
242 175.6 0.02 1994
242 200.7 0.03 1994
243 5.1 0.06 1994
243 9.9 0.07 1994
243 25.4 0.08 1994
243 34.5 0.08 1994
243 45 0.09 1994
243 59.8 0.13 1994
243 74.4 0.18 1994
243 89.9 0.21 1994
243 100.2 0.23 1994
243 115 0.17 1994
243 135.7 0.08 1994
243 149.6 0.06 1994
243 165.6 0.05 1994
243 174.8 0.04 1994
242 5 0.07 1994
242 25 0.09 1994
242 45 0.08 1994
242 75 0.14 1994
242 100 0.2 1994
242 125 0.14 1994
242 150 0.05 1994
242 175 0.04 1994
266 5.4 0.06 1994
266 15.1 0.07 1994
266 25 0.07 1994
266 35 0.08 1994
266 44.6 0.08 1994
266 59.9 0.11 1994
266 75.2 0.17 1994
266 84.9 0.18 1994
266 95.1 0.24 1994
266 105.2 0.21 1994
266 115.6 0.22 1994
266 124.1 0.19 1994
266 135.5 0.13 1994
266 149.6 0.07 1994
266 158.7 0.05 1994
