"DOY" "Depth" "CHL" "Year"
205 76.4 0.16 2018
205 76.5 0.15 2018
205 76.1 0.16 2018
205 101.4 0.19 2018
205 101.2 0.19 2018
205 100.9 0.23 2018
205 125.8 0.1 2018
205 126.1 0.12 2018
205 126.2 0.14 2018
205 151.5 0.06 2018
205 175.4 0.02 2018
207 5.5 0.06 2018
207 25.8 0.1 2018
207 45.3 0.1 2018
207 60.7 0.13 2018
207 75.3 0.13 2018
207 85.5 0.15 2018
207 99.7 0.2 2018
207 114.9 0.17 2018
207 125.2 0.15 2018
207 136 0.08 2018
207 149.9 0.05 2018
207 174.6 0.01 2018
253 7.1 0.05 2018
253 7.3 0.05 2018
253 7.3 0.06 2018
253 25.6 0.05 2018
253 25.7 0.06 2018
253 25.6 0.06 2018
253 45.9 0.09 2018
253 45.3 0.09 2018
253 45.7 0.08 2018
253 76.3 0.13 2018
253 76.1 0.14 2018
253 76.1 0.16 2018
253 100.3 0.25 2018
253 100.2 0.24 2018
253 100 0.22 2018
253 125.3 0.08 2018
253 125.1 0.09 2018
253 125.2 0.08 2018
253 152 0.05 2018
253 175 0.04 2018
254 6.1 0.05 2018
254 26.2 0.06 2018
254 46 0.07 2018
254 59.7 0.09 2018
254 76 0.09 2018
254 85.8 0.13 2018
254 100.8 0.37 2018
254 115.8 0.24 2018
254 125.6 0.18 2018
254 136.1 0.07 2018
254 150.3 0.07 2018
254 173.8 0.04 2018
285 4.6 0.08 2018
285 4.3 0.08 2018
285 4.6 0.1 2018
285 24 0.12 2018
285 23.7 0.09 2018
285 24.1 0.1 2018
285 44.7 0.09 2018
285 44.6 0.09 2018
285 44.4 0.15 2018
285 72.9 0.24 2018
285 73 0.17 2018
285 73 0.19 2018
285 99.5 0.22 2018
285 99.5 0.22 2018
285 99.3 0.22 2018
285 125.7 0.07 2018
285 125.7 0.07 2018
285 125.7 0.07 2018
285 149.8 0.03 2018
285 175.4 0.01 2018
287 5.9 0.07 2018
287 25.4 0.07 2018
287 45.2 0.08 2018
287 60.1 0.11 2018
287 75.3 0.15 2018
287 85.2 0.18 2018
287 100.5 0.18 2018
287 114.8 0.25 2018
287 123.4 0.2 2018
287 134.5 0.11 2018
287 150 0.06 2018
287 174.5 0.03 2018
320 6.9 0.1 2018
320 6.8 0.1 2018
320 6.8 0.1 2018
320 24.5 0.11 2018
320 23.9 0.1 2018
320 24 0.11 2018
320 44.5 0.1 2018
320 44.1 0.11 2018
320 44.3 0.1 2018
320 75.8 0.21 2018
320 75.9 0.19 2018
320 75.8 0.19 2018
320 99.7 0.21 2018
320 99.6 0.22 2018
320 98.9 0.21 2018
320 125.8 0.16 2018
320 125.4 0.16 2018
320 126.1 0.17 2018
320 149.8 0.03 2018
320 174.8 0.01 2018
322 5.1 0.11 2018
322 25 0.11 2018
322 44.3 0.11 2018
322 60.1 0.2 2018
322 74.8 0.23 2018
322 84.2 0.24 2018
322 100.2 0.22 2018
322 113.8 0.15 2018
322 126.1 0.08 2018
322 135.7 0.05 2018
322 151.1 0.01 2018
322 174.2 0.01 2018
322 4.7 0.12 2018
322 25 0.1 2018
15 6.9 0.11 2019
15 6.9 0.1 2019
15 6.8 0.12 2019
15 24.6 0.11 2019
15 24.3 0.11 2019
15 24.2 0.12 2019
15 44.8 0.14 2019
15 43.8 0.13 2019
15 44.7 0.15 2019
15 76.2 0.22 2019
15 76.2 0.21 2019
15 76 0.21 2019
15 100.8 0.21 2019
15 100.6 0.2 2019
15 125.3 0.12 2019
15 125.3 0.12 2019
15 125.3 0.11 2019
15 150.4 0.04 2019
15 176.2 0.02 2019
17 4.6 0.1 2019
17 24.4 0.12 2019
17 44.2 0.13 2019
17 59.7 0.2 2019
17 75.5 0.23 2019
17 84.2 0.23 2019
17 99.7 0.21 2019
17 115.9 0.16 2019
17 124.5 0.11 2019
17 134.5 0.07 2019
17 149.4 0.05 2019
17 175.9 0.02 2019
52 5.4 0.09 2019
52 24.5 0.1 2019
52 43.9 0.11 2019
52 57.3 0.12 2019
52 72.9 0.15 2019
52 84.6 0.15 2019
52 98.3 0.23 2019
52 113.6 0.19 2019
52 123.4 0.14 2019
52 135.3 0.08 2019
52 151.2 0.05 2019
52 174.2 0.02 2019
122 4.7 0.08 2019
122 4.7 0.08 2019
122 5 0.08 2019
122 24.8 0.08 2019
122 24.5 0.07 2019
122 24.7 0.08 2019
122 44.6 0.09 2019
122 44.4 0.09 2019
122 44.5 0.09 2019
122 74.8 0.09 2019
122 74.9 0.1 2019
122 74.9 0.1 2019
122 100 0.15 2019
122 99.7 0.14 2019
122 124.7 0.22 2019
122 124.7 0.21 2019
122 124.7 0.21 2019
122 174.7 0.14 2019
124 24.5 0.08 2019
124 24.2 0.08 2019
124 44.8 0.1 2019
124 60 0.11 2019
124 75 0.13 2019
124 84.9 0.17 2019
124 99.8 0.22 2019
124 114.1 0.28 2019
124 124.4 0.31 2019
124 134.5 0.23 2019
124 150.2 0.14 2019
124 174.5 0.06 2019
162 5.3 0.06 2019
162 5.3 0.06 2019
162 5.2 0.06 2019
162 24.4 0.06 2019
162 24.4 0.06 2019
162 24.3 0.06 2019
162 45 0.07 2019
162 45 0.08 2019
162 45 0.08 2019
162 75 0.12 2019
162 75.3 0.12 2019
162 75.1 0.12 2019
162 99.5 0.14 2019
162 99.4 0.15 2019
162 99.4 0.15 2019
162 124.4 0.22 2019
162 124.3 0.21 2019
162 124.4 0.21 2019
162 150.2 0.05 2019
162 169.3 0.02 2019
164 3 0.06 2019
164 25.6 0.06 2019
164 45.6 0.08 2019
164 59.2 0.11 2019
164 75.1 0.12 2019
164 84.1 0.14 2019
164 100.1 0.18 2019
164 115 0.19 2019
164 124.4 0.23 2019
164 134.9 0.13 2019
164 149.4 0.05 2019
164 177 0.03 2019
182 5.4 0.07 2019
182 5.6 0.07 2019
182 5.4 0.07 2019
182 24.9 0.07 2019
182 25.1 0.08 2019
182 25.1 0.07 2019
182 45.3 0.1 2019
182 45.4 0.1 2019
182 45.5 0.1 2019
182 75.3 0.21 2019
182 75 0.2 2019
182 74.7 0.19 2019
182 99.7 0.27 2019
182 99.6 0.24 2019
182 99.5 0.26 2019
182 125 0.13 2019
182 125 0.13 2019
182 125.1 0.13 2019
182 149.8 0.08 2019
182 175 0.05 2019
184 4.4 0.05 2019
184 24.7 0.06 2019
184 44.7 0.07 2019
184 59.4 0.08 2019
184 74.5 0.09 2019
184 84.9 0.1 2019
184 99.3 0.14 2019
184 114.3 0.22 2019
184 124.6 0.23 2019
184 134.8 0.24 2019
184 149.6 0.13 2019
184 175.1 0.04 2019
214 5.1 0.09 2019
214 5.4 0.08 2019
214 5.2 0.09 2019
214 25.3 0.08 2019
214 25 0.08 2019
214 25.1 0.08 2019
214 45 0.09 2019
214 44.8 0.08 2019
214 44.9 0.08 2019
214 73.8 0.14 2019
214 73.6 0.14 2019
214 74.1 0.14 2019
214 99 0.17 2019
214 99.1 0.17 2019
214 99 0.17 2019
214 125.3 0.21 2019
214 124.8 0.2 2019
214 125.3 0.21 2019
214 149.5 0.06 2019
214 174.5 0.02 2019
216 4.2 0.09 2019
216 25.4 0.11 2019
216 43.6 0.11 2019
216 59.1 0.15 2019
216 74.1 0.14 2019
216 84.6 0.16 2019
216 98.9 0.21 2019
216 114.8 0.22 2019
216 124.9 0.2 2019
216 133.7 0.19 2019
216 149.7 0.15 2019
216 173.6 0.04 2019
247 5.4 0.06 2019
247 5.2 0.06 2019
247 5.3 0.06 2019
247 25.3 0.08 2019
247 25.1 0.06 2019
247 25.3 0.06 2019
247 45.1 0.12 2019
247 45.3 0.1 2019
247 45 0.11 2019
247 74.3 0.13 2019
247 74.4 0.13 2019
247 74.5 0.12 2019
247 99.7 0.2 2019
247 99.7 0.2 2019
247 99.7 0.21 2019
247 125.9 0.23 2019
247 125.9 0.23 2019
247 126.2 0.22 2019
247 150.1 0.07 2019
247 174.7 0.04 2019
249 5.1 0.06 2019
249 24.4 0.06 2019
249 46.1 0.1 2019
249 60.1 0.12 2019
249 75 0.16 2019
249 84.1 0.12 2019
249 99.6 0.25 2019
249 113.7 0.23 2019
249 124.5 0.14 2019
249 133.3 0.1 2019
249 149 0.07 2019
249 174.5 0.04 2019
290 4.7 0.12 2019
290 4.7 0.11 2019
290 4.6 0.12 2019
290 24.6 0.12 2019
290 24.6 0.11 2019
290 24.7 0.12 2019
290 45.4 0.09 2019
290 45.3 0.11 2019
290 45.1 0.11 2019
290 74.3 0.16 2019
290 74.3 0.14 2019
290 74.6 0.16 2019
290 100.8 0.26 2019
290 100.6 0.24 2019
290 100.4 0.22 2019
290 125.3 0.05 2019
290 125.1 0.09 2019
290 125 0.09 2019
290 148.9 0.03 2019
290 174.9 0.02 2019
292 4.7 0.1 2019
292 25.3 0.09 2019
292 44.9 0.09 2019
292 59 0.13 2019
292 74.8 0.18 2019
292 84 0.17 2019
292 99.4 0.21 2019
292 114.2 0.27 2019
292 124.3 0.18 2019
292 134.3 0.1 2019
292 149.5 0.06 2019
292 175.9 0.02 2019
353 4.8 0.1 2019
353 4.7 0.07 2019
353 5.1 0.11 2019
353 24.5 0.09 2019
353 25 0.05 2019
353 24.5 0.06 2019
353 44.5 0.1 2019
353 44.6 0.13 2019
353 44.5 0.09 2019
353 76.2 0.09 2019
353 76.1 0.11 2019
353 76.3 0.13 2019
353 100.9 0.26 2019
353 100.9 0.33 2019
353 100.9 0.25 2019
353 124 0.18 2019
353 124.2 0.16 2019
353 124.6 0.16 2019
353 150.4 0.03 2019
353 176 0.01 2019
354 5.3 0.1 2019
354 24.5 0.11 2019
354 42 0.11 2019
354 58.8 0.11 2019
354 74.9 0.08 2019
354 82.9 0.1 2019
354 100.3 0.12 2019
354 114 0.17 2019
354 123.6 0.23 2019
354 134.5 0.12 2019
354 147.8 0.05 2019
354 173.4 0.01 2019
